Activity,attr_x_chest_acc_mean,attr_x_chest_acc_median,attr_x_chest_acc_std,attr_x_chest_acc_iqr,attr_x_chest_acc_max,attr_x_chest_acc_min,attr_y_chest_acc_mean,attr_y_chest_acc_median,attr_y_chest_acc_std,attr_y_chest_acc_iqr,attr_y_chest_acc_max,attr_y_chest_acc_min,attr_z_chest_acc_mean,attr_z_chest_acc_median,attr_z_chest_acc_std,attr_z_chest_acc_iqr,attr_z_chest_acc_max,attr_z_chest_acc_min,attr_x_thigh_acc_mean,attr_x_thigh_acc_median,attr_x_thigh_acc_std,attr_x_thigh_acc_iqr,attr_x_thigh_acc_max,attr_x_thigh_acc_min,attr_y_thigh_acc_mean,attr_y_thigh_acc_median,attr_y_thigh_acc_std,attr_y_thigh_acc_iqr,attr_y_thigh_acc_max,attr_y_thigh_acc_min,attr_z_thigh_acc_mean,attr_z_thigh_acc_median,attr_z_thigh_acc_std,attr_z_thigh_acc_iqr,attr_z_thigh_acc_max,attr_z_thigh_acc_min,attr_x_waist_acc_mean,attr_x_waist_acc_median,attr_x_waist_acc_std,attr_x_waist_acc_iqr,attr_x_waist_acc_max,attr_x_waist_acc_min,attr_y_waist_acc_mean,attr_y_waist_acc_median,attr_y_waist_acc_std,attr_y_waist_acc_iqr,attr_y_waist_acc_max,attr_y_waist_acc_min,attr_z_waist_acc_mean,attr_z_waist_acc_median,attr_z_waist_acc_std,attr_z_waist_acc_iqr,attr_z_waist_acc_max,attr_z_waist_acc_min,attr_x_chest_gyr_mean,attr_x_chest_gyr_median,attr_x_chest_gyr_std,attr_x_chest_gyr_iqr,attr_x_chest_gyr_max,attr_x_chest_gyr_min,attr_y_chest_gyr_mean,attr_y_chest_gyr_median,attr_y_chest_gyr_std,attr_y_chest_gyr_iqr,attr_y_chest_gyr_max,attr_y_chest_gyr_min,attr_z_chest_gyr_mean,attr_z_chest_gyr_median,attr_z_chest_gyr_std,attr_z_chest_gyr_iqr,attr_z_chest_gyr_max,attr_z_chest_gyr_min,attr_x_thigh_gyr_mean,attr_x_thigh_gyr_median,attr_x_thigh_gyr_std,attr_x_thigh_gyr_iqr,attr_x_thigh_gyr_max,attr_x_thigh_gyr_min,attr_y_thigh_gyr_mean,attr_y_thigh_gyr_median,attr_y_thigh_gyr_std,attr_y_thigh_gyr_iqr,attr_y_thigh_gyr_max,attr_y_thigh_gyr_min,attr_z_thigh_gyr_mean,attr_z_thigh_gyr_median,attr_z_thigh_gyr_std,attr_z_thigh_gyr_iqr,attr_z_thigh_gyr_max,attr_z_thigh_gyr_min,attr_x_waist_gyr_mean,attr_x_waist_gyr_median,attr_x_waist_gyr_std,attr_x_waist_gyr_iqr,attr_x_waist_gyr_max,attr_x_waist_gyr_min,attr_y_waist_gyr_mean,attr_y_waist_gyr_median,attr_y_waist_gyr_std,attr_y_waist_gyr_iqr,attr_y_waist_gyr_max,attr_y_waist_gyr_min,attr_z_waist_gyr_mean,attr_z_waist_gyr_median,attr_z_waist_gyr_std,attr_z_waist_gyr_iqr,attr_z_waist_gyr_max,attr_z_waist_gyr_min
climbingdown,0.99158,0.62174,0.26975,0.10833,0.42467,0.42467,0.41389,0.92306,0.09694,0.00695,0.02263,0.02263,0.89881,0.90197,0.01027,0.0,0.1284,0.1284,0.78789,0.9962,0.0,0.00614,0.0,0.0,0.40173,0.79711,0.13306,0.0,0.08784,0.08784,0.15522,0.07735,0.1763,0.16221,0.13484,0.13484,0.12383,0.92129,0.1031,0.0,0.0,0.0,0.0,0.04005,0.06654,0.0,0.0,0.0,0.54672,0.46844,0.10486,0.08986,0.14499,0.14499,0.34532,0.37335,0.0,0.0,0.0,0.0,0.9097,0.92875,0.0,0.0,0.30487,0.30487,0.34492,0.31951,0.0,0.0,0.0936,0.0936,0.41869,0.29611,0.22414,0.0,0.05284,0.05284,0.94831,0.89681,0.08289,0.0,0.16913,0.16913,0.78715,0.56824,0.12667,0.0,0.10045,0.10045,0.90725,0.93798,0.13673,0.0,0.56983,0.56983,0.57586,0.36856,0.05038,0.0367,0.08014,0.08014,0.5184,0.72678,0.33317,0.0,0.12102,0.12102
climbingdown,0.79466,0.60108,0.64354,0.46493,0.42914,0.42914,0.46414,0.80666,0.65366,0.36426,1.0,1.0,0.70189,0.80533,0.4083,0.36618,0.46259,0.46259,0.59613,0.8692,0.43817,0.25824,0.33759,0.33759,0.22484,0.74645,0.55941,0.32465,1.0,1.0,0.62282,0.60932,0.44414,0.63683,0.36497,0.36497,0.33002,0.74641,0.66425,0.27374,1.0,1.0,0.17077,0.0,0.53375,0.33462,1.0,1.0,0.63264,0.544,0.48427,0.35936,0.68965,0.68965,0.32164,0.47695,0.23955,0.15879,0.24919,0.24919,0.89663,0.90974,0.26254,0.31312,0.637,0.637,0.33303,0.32104,0.32525,0.32149,0.72497,0.72497,0.40082,0.34609,0.64682,0.47275,0.61009,0.61009,0.89277,0.83254,0.33358,0.29756,0.44525,0.44525,0.72743,0.55037,0.38009,0.29733,0.24094,0.24094,0.90064,0.92092,0.34535,0.39478,0.85749,0.85749,0.54669,0.5177,0.49493,0.36402,0.20183,0.20183,0.64405,0.77006,0.80737,0.62341,0.77074,0.77074
climbingdown,0.37723,0.24717,0.83887,0.68028,0.80544,0.80544,0.61408,0.20028,1.0,0.86044,1.0,1.0,0.51785,0.49687,0.68534,0.83845,0.64038,0.64038,0.53398,0.81031,0.85612,0.82851,0.71955,0.71955,0.28046,0.46201,0.88718,0.7188,1.0,1.0,0.8417,0.80574,0.71485,0.80561,0.54569,0.54569,0.58205,0.46879,0.99241,0.76339,1.0,1.0,0.44016,0.39167,0.77538,0.56619,1.0,1.0,0.715,0.70454,0.7937,0.60135,1.0,1.0,0.36898,0.43288,0.44703,0.42853,0.59535,0.59535,0.8345,0.84432,0.46038,0.59441,0.87005,0.87005,0.3912,0.34447,0.43961,0.51831,0.8146,0.8146,0.49434,0.40736,0.83785,0.75191,0.77842,0.77842,0.81396,0.76108,0.48766,0.55487,0.75215,0.75215,0.71903,0.58448,0.68048,0.47938,0.26651,0.26651,0.82141,0.8135,0.62818,0.52538,1.0,1.0,0.19428,0.45064,0.77941,0.58807,0.28296,0.28296,0.87785,0.44184,0.96905,1.0,0.77074,0.77074
climbingdown,0.45424,0.47707,0.82377,0.72629,0.80544,0.80544,0.22312,0.00813,0.99751,0.89714,1.0,1.0,0.52077,0.52932,0.71658,0.92892,0.64038,0.64038,0.64841,0.69199,0.91362,0.90801,0.71955,0.71955,0.0,0.07584,0.8914,0.73651,1.0,1.0,0.89303,0.83128,0.77132,1.0,0.54569,0.54569,0.10313,0.32726,0.97207,0.64268,1.0,1.0,0.44845,0.78214,0.8094,0.57582,0.81062,0.81062,0.54643,0.54098,0.80263,0.58831,1.0,1.0,0.49735,0.54787,0.49066,0.41141,0.59535,0.59535,0.65203,0.56537,0.72242,0.75516,0.87515,0.87515,0.42798,0.43049,0.50484,0.5542,0.8146,0.8146,0.42626,0.00188,0.86192,0.68309,0.79236,0.79236,0.61949,0.62563,0.54702,0.63493,0.75215,0.75215,0.54607,0.41511,0.74846,0.69813,0.26651,0.26651,0.54155,0.58796,0.77847,0.67846,1.0,1.0,0.47392,0.72371,0.75223,0.6507,0.28296,0.28296,0.78894,0.59423,0.95541,0.88487,0.74457,0.74457
climbingdown,0.59673,0.6359,0.76712,0.67006,0.66518,0.66518,0.52033,0.31311,0.91405,0.80571,1.0,1.0,0.54139,0.57034,0.55719,0.67054,0.58366,0.58366,0.72658,0.59891,0.79822,0.69551,0.80476,0.80476,0.19614,0.18731,0.78489,0.64401,1.0,1.0,0.88955,0.93579,0.60123,0.75713,0.40095,0.40095,0.59298,0.09829,0.93298,0.74186,1.0,1.0,0.29989,0.49019,0.78897,0.5918,0.81062,0.81062,0.442,0.55813,0.72112,0.53259,0.44726,0.44726,0.46028,0.58739,0.50879,0.54647,0.51291,0.51291,0.63244,0.60881,0.69578,0.66403,0.87515,0.87515,0.4321,0.4616,0.5738,0.72206,0.97037,0.97037,0.10882,0.00146,0.90092,0.80602,0.79236,0.79236,0.5654,0.53953,0.56269,0.63792,0.37449,0.37449,0.43982,0.47766,0.67373,0.71078,0.23071,0.23071,0.51437,0.48534,0.68419,0.77637,0.70332,0.70332,0.49632,0.58208,0.72266,0.71461,0.35361,0.35361,0.47693,0.34806,1.0,0.83767,1.0,1.0
climbingdown,0.73315,0.75085,0.79077,0.68442,0.66518,0.66518,0.69409,0.4065,0.91565,0.76551,1.0,1.0,0.60142,0.58378,0.48941,0.50275,0.58366,0.58366,0.75241,0.60841,0.7339,0.70399,0.80476,0.80476,0.0932,0.0,0.77054,0.78245,1.0,1.0,1.0,1.0,0.52852,0.61238,0.43368,0.43368,0.5948,0.34296,0.91274,0.79614,0.9923,0.9923,0.0984,0.12135,0.78291,0.64854,0.53823,0.53823,0.69466,0.72207,0.6981,0.53639,0.44726,0.44726,0.33982,0.41135,0.48988,0.51621,0.51291,0.51291,0.79558,0.8112,0.44133,0.52984,0.71423,0.71423,0.32897,0.34716,0.48282,0.63448,0.97037,0.97037,0.3251,0.39189,0.90029,0.87568,0.53128,0.53128,0.80673,0.73681,0.5173,0.5899,0.62477,0.62477,0.5725,0.63119,0.62731,0.62699,0.25585,0.25585,0.78384,0.79053,0.55666,0.79999,0.66417,0.66417,0.65596,0.63466,0.77242,0.72517,0.49002,0.49002,0.34712,0.27773,0.88646,0.76851,1.0,1.0
climbingdown,0.66312,0.74887,0.77423,0.78413,0.46106,0.46106,0.49906,0.48463,0.92378,0.83772,1.0,1.0,0.78714,0.76825,0.49355,0.57911,0.39165,0.39165,0.73761,0.76716,0.62217,0.68243,0.41236,0.41236,0.11393,0.16852,0.75467,0.68748,1.0,1.0,0.94804,0.93444,0.57379,0.68903,0.43368,0.43368,0.29328,0.35828,0.89527,0.7078,0.90805,0.90805,0.32407,0.22907,0.72736,0.65262,0.53823,0.53823,0.95587,0.93838,0.62216,0.45691,0.69043,0.69043,0.29389,0.29053,0.35857,0.36812,0.46913,0.46913,0.89112,0.90575,0.33264,0.43409,0.61069,0.61069,0.27284,0.29263,0.30047,0.42953,0.18323,0.18323,0.75252,0.62673,0.82661,0.73405,0.53128,0.53128,0.943,0.8442,0.39069,0.4781,0.62477,0.62477,0.71812,0.48863,0.57175,0.50909,0.38601,0.38601,0.91653,0.96701,0.3556,0.50236,0.64218,0.64218,0.71466,0.67489,0.56943,0.5184,0.49002,0.49002,0.64294,0.71326,0.77679,0.71969,0.62593,0.62593
climbingdown,0.45383,0.3641,0.71517,0.65834,0.43204,0.43204,0.3957,0.54531,0.89467,0.86392,0.88215,0.88215,0.91311,0.89618,0.46988,0.56607,0.39165,0.39165,0.5254,0.43908,0.59983,0.75764,0.37135,0.37135,0.40514,0.39591,0.71527,0.61349,0.96707,0.96707,0.77503,0.73613,0.58854,0.70531,0.56114,0.56114,0.2348,0.29546,0.86638,0.78228,0.90194,0.90194,0.55983,0.49059,0.56748,0.54335,0.50597,0.50597,0.9283,0.85547,0.53791,0.40852,0.69043,0.69043,0.29517,0.37183,0.38778,0.3106,0.37421,0.37421,0.9111,0.85045,0.26293,0.36892,0.58332,0.58332,0.35406,0.38978,0.27779,0.40213,0.47416,0.47416,0.6465,0.5481,0.76764,0.60645,0.79938,0.79938,0.93071,0.94264,0.44469,0.51808,0.46312,0.46312,0.87548,0.57067,0.56132,0.54169,0.38601,0.38601,0.92634,0.93177,0.30174,0.46173,0.78579,0.78579,0.22514,0.51234,0.51552,0.43828,0.41446,0.41446,0.98318,0.98106,0.79846,0.71305,0.62593,0.62593
climbingdown,0.0,0.09966,0.7385,0.67362,0.42842,0.42842,0.60434,0.67341,0.8555,0.82353,0.79393,0.79393,1.0,1.0,0.54583,0.66085,0.60102,0.60102,0.45258,0.27381,0.66741,0.83722,0.45806,0.45806,0.59806,0.46799,0.67387,0.54797,1.0,1.0,0.6361,0.56804,0.61155,0.85509,0.56114,0.56114,0.56668,0.53509,0.80183,0.85047,0.85635,0.85635,0.60831,0.52423,0.59753,0.63395,0.49961,0.49961,0.84765,0.82514,0.58929,0.64628,0.62258,0.62258,0.44382,0.48252,0.46148,0.40725,0.47169,0.47169,0.69128,0.68517,0.44684,0.46495,0.68664,0.68664,0.36107,0.30914,0.33841,0.47464,0.47416,0.47416,0.53628,0.57005,0.77274,0.72004,0.79938,0.79938,0.66813,0.68583,0.49974,0.63555,0.46312,0.46312,0.8398,0.74898,0.5986,0.53649,0.27239,0.27239,0.63068,0.62969,0.54352,0.63715,0.78579,0.78579,0.43671,0.53326,0.63006,0.52502,0.41446,0.41446,0.58629,0.63931,0.81742,0.68335,0.64139,0.64139
climbingdown,0.12901,0.28992,0.80804,0.7136,0.75647,0.75647,0.85525,0.84553,0.67687,0.55213,0.79393,0.79393,0.77434,0.79421,0.63738,0.66311,0.60102,0.60102,0.40164,0.51832,0.75502,0.81538,0.45806,0.45806,1.0,0.97272,0.67004,0.51129,1.0,1.0,0.36282,0.25947,0.6958,0.91822,0.64335,0.64335,0.85434,0.82222,0.68283,0.69389,0.85635,0.85635,0.69126,0.55026,0.64543,0.68428,0.49961,0.49961,0.52757,0.43377,0.85363,1.0,0.7648,0.7648,0.67694,0.63804,0.50029,0.54049,0.56559,0.56559,0.46341,0.37473,0.56786,0.46124,0.76557,0.76557,0.4342,0.37519,0.49547,0.51771,0.5056,0.5056,0.30695,0.57005,0.77825,0.82395,0.42099,0.42099,0.31313,0.40841,0.66246,0.71025,0.6477,0.6477,0.38181,0.39358,0.86696,0.56975,0.82392,0.82392,0.27629,0.30068,0.52236,0.50791,0.54212,0.54212,0.40133,0.40236,0.69967,0.64312,0.55479,0.55479,0.27978,0.3706,0.66503,0.49105,0.64139,0.64139
