Activity,attr_x_chest_acc_mean,attr_x_chest_acc_median,attr_x_chest_acc_std,attr_x_chest_acc_iqr,attr_x_chest_acc_max,attr_x_chest_acc_min,attr_y_chest_acc_mean,attr_y_chest_acc_median,attr_y_chest_acc_std,attr_y_chest_acc_iqr,attr_y_chest_acc_max,attr_y_chest_acc_min,attr_z_chest_acc_mean,attr_z_chest_acc_median,attr_z_chest_acc_std,attr_z_chest_acc_iqr,attr_z_chest_acc_max,attr_z_chest_acc_min,attr_x_thigh_acc_mean,attr_x_thigh_acc_median,attr_x_thigh_acc_std,attr_x_thigh_acc_iqr,attr_x_thigh_acc_max,attr_x_thigh_acc_min,attr_y_thigh_acc_mean,attr_y_thigh_acc_median,attr_y_thigh_acc_std,attr_y_thigh_acc_iqr,attr_y_thigh_acc_max,attr_y_thigh_acc_min,attr_z_thigh_acc_mean,attr_z_thigh_acc_median,attr_z_thigh_acc_std,attr_z_thigh_acc_iqr,attr_z_thigh_acc_max,attr_z_thigh_acc_min,attr_x_waist_acc_mean,attr_x_waist_acc_median,attr_x_waist_acc_std,attr_x_waist_acc_iqr,attr_x_waist_acc_max,attr_x_waist_acc_min,attr_y_waist_acc_mean,attr_y_waist_acc_median,attr_y_waist_acc_std,attr_y_waist_acc_iqr,attr_y_waist_acc_max,attr_y_waist_acc_min,attr_z_waist_acc_mean,attr_z_waist_acc_median,attr_z_waist_acc_std,attr_z_waist_acc_iqr,attr_z_waist_acc_max,attr_z_waist_acc_min,attr_x_chest_gyr_mean,attr_x_chest_gyr_median,attr_x_chest_gyr_std,attr_x_chest_gyr_iqr,attr_x_chest_gyr_max,attr_x_chest_gyr_min,attr_y_chest_gyr_mean,attr_y_chest_gyr_median,attr_y_chest_gyr_std,attr_y_chest_gyr_iqr,attr_y_chest_gyr_max,attr_y_chest_gyr_min,attr_z_chest_gyr_mean,attr_z_chest_gyr_median,attr_z_chest_gyr_std,attr_z_chest_gyr_iqr,attr_z_chest_gyr_max,attr_z_chest_gyr_min,attr_x_thigh_gyr_mean,attr_x_thigh_gyr_median,attr_x_thigh_gyr_std,attr_x_thigh_gyr_iqr,attr_x_thigh_gyr_max,attr_x_thigh_gyr_min,attr_y_thigh_gyr_mean,attr_y_thigh_gyr_median,attr_y_thigh_gyr_std,attr_y_thigh_gyr_iqr,attr_y_thigh_gyr_max,attr_y_thigh_gyr_min,attr_z_thigh_gyr_mean,attr_z_thigh_gyr_median,attr_z_thigh_gyr_std,attr_z_thigh_gyr_iqr,attr_z_thigh_gyr_max,attr_z_thigh_gyr_min,attr_x_waist_gyr_mean,attr_x_waist_gyr_median,attr_x_waist_gyr_std,attr_x_waist_gyr_iqr,attr_x_waist_gyr_max,attr_x_waist_gyr_min,attr_y_waist_gyr_mean,attr_y_waist_gyr_median,attr_y_waist_gyr_std,attr_y_waist_gyr_iqr,attr_y_waist_gyr_max,attr_y_waist_gyr_min,attr_z_waist_gyr_mean,attr_z_waist_gyr_median,attr_z_waist_gyr_std,attr_z_waist_gyr_iqr,attr_z_waist_gyr_max,attr_z_waist_gyr_min
climbingdown,0.55896,0.5773,0.0,0.0,0.11508,0.11508,0.85948,0.91281,8e-05,0.0,0.0,0.0,0.69304,0.56299,0.0,0.0,0.0,0.0,1.0,0.87698,0.00509,0.00592,0.02943,0.02943,0.89071,0.84615,0.00205,0.00155,0.00373,0.00373,0.16029,0.21001,0.00309,0.0043,0.00214,0.00214,0.89681,0.87966,0.0,0.0,0.0,0.0,0.30269,0.30813,0.0,0.0,0.0,0.0,0.73045,0.74728,0.0,0.0,0.00841,0.00841,0.56658,0.60454,0.0,0.0,0.0,0.0,0.63706,0.61148,0.00607,0.00275,0.03841,0.03841,0.43468,0.42429,0.0,0.0,0.00799,0.00799,0.51909,0.43081,0.00189,0.00093,0.00269,0.00269,0.57341,0.58847,0.0055,0.00298,0.00537,0.00537,0.66133,0.39296,0.00172,0.00177,0.00056,0.00056,0.61063,0.62781,0.0,0.0,0.0,0.0,0.44798,0.31699,0.0,0.0,0.0,0.0,0.55103,0.41708,0.0,0.0,0.0,0.0
climbingdown,0.55649,0.57436,0.00116,0.00318,0.11508,0.11508,0.86019,0.91213,0.0,0.00082,0.0,0.0,0.70426,0.56876,0.005,0.01362,0.00551,0.00551,0.98095,0.86411,0.00183,0.0,0.02384,0.02384,0.8906,0.84556,0.0004,0.00042,0.0012,0.0012,0.17441,0.22207,0.00297,0.00422,0.00745,0.00745,0.865,0.87887,0.15778,0.01348,0.44033,0.44033,0.38991,0.32531,0.37315,0.19093,0.15784,0.15784,0.72006,0.74075,0.20607,0.06389,0.11724,0.11724,0.57669,0.60807,0.01075,0.01725,0.00493,0.00493,0.62452,0.59011,0.01204,0.02105,0.03524,0.03524,0.41381,0.39996,0.00447,0.01468,0.00238,0.00238,0.51759,0.4301,0.00012,0.00028,0.00018,0.00018,0.57787,0.59068,0.00131,0.00011,0.00537,0.00537,0.662,0.39527,0.0,0.00033,0.0,0.0,0.5266,0.59654,0.19157,0.1401,0.09391,0.09391,0.25623,0.26539,0.11963,0.03335,0.10744,0.10744,0.75889,0.40008,0.2997,0.05384,0.30836,0.30836
climbingdown,0.55647,0.57263,0.00235,0.00574,0.11376,0.11376,0.85805,0.91162,0.00252,0.00392,0.00301,0.00301,0.71043,0.57539,0.00736,0.01978,0.0208,0.0208,0.96548,0.85096,0.00152,0.00134,0.02326,0.02326,0.89003,0.84547,0.00022,0.00031,0.0,0.0,0.1831,0.22934,0.00061,0.0015,0.00745,0.00745,0.69758,0.75846,0.40849,0.26573,1.0,1.0,0.38323,0.65922,0.51563,0.51091,0.39509,0.39509,0.54282,0.58483,0.41961,0.5795,0.29282,0.29282,0.59352,0.64891,0.01765,0.02326,0.01153,0.01153,0.61189,0.58611,0.0,0.0,0.02065,0.02065,0.40411,0.39246,0.00029,0.00222,0.00046,0.00046,0.52311,0.43481,0.0,0.0,0.0,0.0,0.57583,0.58969,0.0,0.00123,0.00201,0.00201,0.66589,0.39757,0.00054,0.0,0.00191,0.00191,0.4723,0.47394,0.47738,0.22543,0.36222,0.36222,0.52292,0.28787,0.31488,0.42475,0.26366,0.26366,0.6047,0.20647,0.56044,0.63523,0.56144,0.56144
climbingdown,0.44527,0.56856,0.47377,0.3216,0.52951,0.52951,0.79798,0.90241,0.11149,0.01842,0.25786,0.25786,0.69595,0.55684,0.11871,0.03633,0.18632,0.18632,0.96384,0.85086,0.0,0.00028,0.0205,0.0205,0.89011,0.84462,9e-05,5e-05,0.0,0.0,0.18164,0.22725,0.0,0.0,0.00421,0.00421,0.58699,0.45275,0.69577,0.57602,1.0,1.0,0.33478,0.38878,0.44158,0.47261,0.39509,0.39509,0.36222,0.37304,0.53448,0.65072,0.29282,0.29282,0.66427,0.65949,0.29942,0.08963,0.21848,0.21848,0.55236,0.5655,0.14996,0.09155,0.07878,0.07878,0.55693,0.39858,0.45477,0.04072,0.62472,0.62472,0.52502,0.43466,0.00087,0.0006,0.00415,0.00415,0.57436,0.5874,0.0001,0.0,0.00237,0.00237,0.67027,0.40113,0.00034,8e-05,0.00191,0.00191,0.46523,0.44646,0.6869,0.58558,0.36222,0.36222,0.6911,0.85367,0.48345,0.6398,0.3663,0.3663,0.41725,0.0597,0.58134,0.58224,0.56144,0.56144
climbingdown,0.58496,0.49429,0.78843,1.0,0.52951,0.52951,0.60653,0.7863,0.41826,0.17545,0.93719,0.93719,0.46957,0.49655,0.30975,0.36608,0.18632,0.18632,0.96794,0.85557,0.00016,0.00087,0.01885,0.01885,0.89064,0.84445,0.0,0.0,0.0009,0.0009,0.1803,0.22617,0.0014,0.00242,0.00568,0.00568,0.70405,0.54816,0.73653,0.65016,1.0,1.0,0.34722,0.41984,0.42615,0.42925,0.3417,0.3417,0.32719,0.34249,0.52167,0.78777,0.21721,0.21721,0.63952,0.76359,0.61092,0.63948,0.64654,0.64654,0.50235,0.50723,0.33856,0.23004,0.24079,0.24079,0.51038,0.34294,0.6829,0.75106,0.62472,0.62472,0.52648,0.43395,0.00095,0.0005,0.00415,0.00415,0.57486,0.58862,4e-05,0.00068,0.00237,0.00237,0.67087,0.40239,0.00044,0.00062,0.00068,0.00068,0.06785,0.0,0.92483,0.7308,0.3295,0.3295,0.62262,0.63914,0.48017,0.60718,0.3663,0.3663,0.6481,0.38101,0.466,0.4417,0.44145,0.44145
climbingdown,0.7151,0.68334,0.6604,0.73759,0.52861,0.52861,0.48463,0.4431,0.67405,0.4157,1.0,1.0,0.33285,0.35409,0.41468,0.5877,0.33397,0.33397,0.97685,0.86186,0.00271,0.00219,0.02425,0.02425,0.88996,0.84504,0.00063,0.0,0.0009,0.0009,0.17534,0.22129,0.0018,0.00033,0.00568,0.00568,0.71033,0.56684,0.6048,0.40764,1.0,1.0,0.41803,0.46415,0.52312,0.45921,0.38692,0.38692,0.48174,0.47044,0.4726,0.6648,0.44462,0.44462,0.42189,0.20289,0.70461,0.83643,0.64654,0.64654,0.45688,0.44925,0.49897,0.47314,0.26542,0.26542,0.46237,0.45047,0.63431,0.74033,0.48565,0.48565,0.53436,0.43695,0.00113,0.00052,0.00411,0.00411,0.57134,0.58671,0.0016,0.00144,0.0,0.0,0.67353,0.40323,0.00093,0.00054,0.00304,0.00304,0.055,0.01698,0.88139,0.70469,0.23646,0.23646,1.0,0.73903,0.40442,0.49375,0.50635,0.50635,0.87134,0.74337,0.53453,0.43787,0.40293,0.40293
climbingdown,0.64193,0.59825,0.45391,0.54451,0.3745,0.3745,0.61403,0.41333,0.74559,0.68026,1.0,1.0,0.38931,0.42821,0.42488,0.50079,0.33397,0.33397,0.91758,0.85646,0.16807,0.04313,0.38541,0.38541,1.0,0.84317,0.16557,0.005,0.61006,0.61006,0.13963,0.21387,0.09639,0.03474,0.11434,0.11434,0.76501,0.56788,0.60479,0.42907,1.0,1.0,0.62189,0.5755,0.73516,0.57936,0.69531,0.69531,0.66071,0.62628,0.48159,0.72209,0.44462,0.44462,0.3507,0.10268,0.70961,0.86379,0.55576,0.55576,0.13406,0.09445,0.70047,0.65335,0.26542,0.26542,0.82422,0.9341,0.50751,0.62188,0.46698,0.46698,0.35682,0.44608,0.29,0.01255,0.06217,0.06217,0.46651,0.5649,0.12896,0.09636,0.02273,0.02273,0.69573,0.407,0.23454,0.01446,0.23041,0.23041,0.39839,0.39643,0.64391,0.59231,0.24923,0.24923,0.74818,0.62772,0.44632,0.52059,0.50635,0.50635,0.63627,0.8238,0.63344,0.62654,0.40293,0.40293
climbingdown,0.62667,0.61357,0.56623,0.61989,0.51179,0.51179,0.69024,0.40386,0.67788,0.63067,1.0,1.0,0.43018,0.42357,0.43322,0.87784,0.26019,0.26019,0.83634,0.75464,0.35174,0.15735,0.38541,0.38541,0.56938,0.79032,0.52525,0.24571,1.0,1.0,0.47285,0.28733,0.50101,0.51937,0.78494,0.78494,0.84564,0.59353,0.56818,0.3726,1.0,1.0,0.81131,0.68905,0.75844,0.63895,0.69531,0.69531,0.49594,0.58303,0.54038,0.52662,0.33402,0.33402,0.23863,0.04446,0.72764,0.82935,0.51284,0.51284,0.02581,0.0063,0.76298,0.63047,0.29775,0.29775,0.87902,0.98086,0.56899,0.49445,0.59754,0.59754,0.2636,0.49073,0.5275,0.19099,0.53604,0.53604,0.44131,0.41184,0.28853,0.17826,0.22486,0.22486,0.566,0.45685,0.5327,0.30834,0.37297,0.37297,0.14225,0.13433,0.6595,0.57898,0.24923,0.24923,0.0,0.00037,0.41588,0.49938,0.35701,0.35701,0.46098,0.64884,0.60145,0.59488,0.38643,0.38643
climbingdown,0.48806,0.53056,0.69119,0.7436,0.51179,0.51179,0.70605,0.43098,0.59701,0.53371,0.99429,0.99429,0.61189,0.64647,0.39022,0.66472,0.26019,0.26019,0.75022,0.75464,0.47238,0.37909,0.37652,0.37652,0.36769,0.27849,0.75503,0.53605,1.0,1.0,0.81337,0.82286,0.66455,0.7174,0.87647,0.87647,0.73131,0.56296,0.50081,0.26327,1.0,1.0,0.6404,0.59649,0.59701,0.4681,0.62491,0.62491,0.43493,0.53995,0.4315,0.29647,0.1899,0.1899,0.34878,0.36874,0.5717,0.52472,0.51284,0.51284,0.35957,0.35169,0.80838,0.89326,0.29775,0.29775,0.59451,0.71172,0.67895,0.57107,0.59754,0.59754,0.53083,0.49272,0.6647,0.48467,0.53604,0.53604,0.4576,0.47537,0.46043,0.39548,0.22486,0.22486,0.6264,0.48827,0.71758,0.57083,0.75608,0.75608,0.13965,0.18706,0.55945,0.57697,0.20146,0.20146,0.52097,0.48802,0.37081,0.47263,0.3101,0.3101,0.69659,0.55597,0.48583,0.38731,0.38643,0.38643
climbingdown,0.32793,0.3692,0.71611,0.70895,0.47266,0.47266,0.68123,0.50444,0.56301,0.41979,0.99429,0.99429,0.3461,0.48452,0.48371,0.86853,0.20902,0.20902,0.68844,0.64271,0.52767,0.52564,0.44768,0.44768,0.71759,0.5546,0.77227,0.61998,1.0,1.0,0.57285,0.62623,0.72535,0.82412,0.88245,0.88245,0.72144,0.55283,0.51477,0.22972,1.0,1.0,0.2041,0.32789,0.51153,0.46101,0.42022,0.42022,0.65046,0.57805,0.40692,0.42925,0.46108,0.46108,1.0,0.98271,0.51419,0.44286,0.47816,0.47816,0.23158,0.08889,0.71411,0.88567,0.28099,0.28099,0.80097,0.84136,0.7051,0.68592,0.59663,0.59663,0.69558,0.55007,0.70322,0.5409,0.51907,0.51907,0.12664,0.26716,0.67495,0.63992,0.27113,0.27113,0.23364,0.35819,0.98884,0.89788,0.93401,0.93401,0.48836,0.52698,0.37946,0.3108,0.20146,0.20146,0.89697,0.62772,0.36226,0.43318,0.31919,0.31919,0.82077,0.41003,0.4423,0.37692,0.46751,0.46751
