attr_x_chest_acc_mean,attr_x_chest_acc_median,attr_x_chest_acc_std,attr_x_chest_acc_iqr,attr_x_chest_acc_max,attr_x_chest_acc_min,attr_y_chest_acc_mean,attr_y_chest_acc_median,attr_y_chest_acc_std,attr_y_chest_acc_iqr,attr_y_chest_acc_max,attr_y_chest_acc_min,attr_z_chest_acc_mean,attr_z_chest_acc_median,attr_z_chest_acc_std,attr_z_chest_acc_iqr,attr_z_chest_acc_max,attr_z_chest_acc_min,attr_x_thigh_acc_mean,attr_x_thigh_acc_median,attr_x_thigh_acc_std,attr_x_thigh_acc_iqr,attr_x_thigh_acc_max,attr_x_thigh_acc_min,attr_y_thigh_acc_mean,attr_y_thigh_acc_median,attr_y_thigh_acc_std,attr_y_thigh_acc_iqr,attr_y_thigh_acc_max,attr_y_thigh_acc_min,attr_z_thigh_acc_mean,attr_z_thigh_acc_median,attr_z_thigh_acc_std,attr_z_thigh_acc_iqr,attr_z_thigh_acc_max,attr_z_thigh_acc_min,attr_x_waist_acc_mean,attr_x_waist_acc_median,attr_x_waist_acc_std,attr_x_waist_acc_iqr,attr_x_waist_acc_max,attr_x_waist_acc_min,attr_y_waist_acc_mean,attr_y_waist_acc_median,attr_y_waist_acc_std,attr_y_waist_acc_iqr,attr_y_waist_acc_max,attr_y_waist_acc_min,attr_z_waist_acc_mean,attr_z_waist_acc_median,attr_z_waist_acc_std,attr_z_waist_acc_iqr,attr_z_waist_acc_max,attr_z_waist_acc_min,attr_x_chest_gyr_mean,attr_x_chest_gyr_median,attr_x_chest_gyr_std,attr_x_chest_gyr_iqr,attr_x_chest_gyr_max,attr_x_chest_gyr_min,attr_y_chest_gyr_mean,attr_y_chest_gyr_median,attr_y_chest_gyr_std,attr_y_chest_gyr_iqr,attr_y_chest_gyr_max,attr_y_chest_gyr_min,attr_z_chest_gyr_mean,attr_z_chest_gyr_median,attr_z_chest_gyr_std,attr_z_chest_gyr_iqr,attr_z_chest_gyr_max,attr_z_chest_gyr_min,attr_x_thigh_gyr_mean,attr_x_thigh_gyr_median,attr_x_thigh_gyr_std,attr_x_thigh_gyr_iqr,attr_x_thigh_gyr_max,attr_x_thigh_gyr_min,attr_y_thigh_gyr_mean,attr_y_thigh_gyr_median,attr_y_thigh_gyr_std,attr_y_thigh_gyr_iqr,attr_y_thigh_gyr_max,attr_y_thigh_gyr_min,attr_z_thigh_gyr_mean,attr_z_thigh_gyr_median,attr_z_thigh_gyr_std,attr_z_thigh_gyr_iqr,attr_z_thigh_gyr_max,attr_z_thigh_gyr_min,attr_x_waist_gyr_mean,attr_x_waist_gyr_median,attr_x_waist_gyr_std,attr_x_waist_gyr_iqr,attr_x_waist_gyr_max,attr_x_waist_gyr_min,attr_y_waist_gyr_mean,attr_y_waist_gyr_median,attr_y_waist_gyr_std,attr_y_waist_gyr_iqr,attr_y_waist_gyr_max,attr_y_waist_gyr_min,attr_z_waist_gyr_mean,attr_z_waist_gyr_median,attr_z_waist_gyr_std,attr_z_waist_gyr_iqr,attr_z_waist_gyr_max,attr_z_waist_gyr_min
-5.29163467109375,-5.3040544999999995,0.06330881106654676,0.07885897499999928,-5.088876,-5.088876,7.9414361109375005,7.93228965,0.05359350376470734,0.0733221749999986,8.061277,8.061277,0.7952771138281249,0.7894880200000001,0.07855821178761208,0.10773909999999998,1.0833763,1.0833763,-0.1190694495234375,-0.14724341,0.17130893799322133,0.046238017499999964,0.84335756,0.84335756,9.4135241390625,9.578902,0.7633838422421665,0.022595749999998915,9.829993,9.829993,0.04149637870078125,0.024241291999999998,0.5532493985201348,0.067636195125,5.501277,5.501277,9.294038453125,9.305663000000001,0.10807466090636211,0.04204750000000246,9.677961,9.677961,0.120369425703125,0.12270284,0.04799868696838905,0.046387660749999976,0.25318682,0.25318682,3.3339165117187504,3.3452984499999996,0.1063621722756363,0.07586637499999949,3.6780925000000004,3.6780925000000004,0.021189388238281252,0.0184786735,0.014262836976448048,0.013897183375,0.064446285,0.064446285,0.035554266198437504,0.035430185,0.012612303391902752,0.014737125250000004,0.06566802,0.06566802,-0.0035721299472656247,0.00061086526,0.016422399008302734,0.024358251874999997,0.027183502999999998,0.027183502999999998,-0.06410329874796875,-0.00555091,0.2725814403169021,0.0127518129,0.03262817,0.03262817,0.022818636476640626,0.0061152895,0.1415618792582154,0.013515391109999999,0.80191994,0.80191994,0.011877739704515625,0.00584306,0.051209555751326484,0.0064140846,0.23858272,0.23858272,0.0389918362421875,0.037335818500000006,0.01605041445823323,0.0193949715,0.11109780000000001,0.11109780000000001,0.043502060196875,0.066989355,0.09411136640419603,0.027641651499999996,0.18564993,0.18564993,0.0251175696046875,0.02732957,0.010913190337612799,0.008857547000000004,0.040768605,0.040768605
-5.4113400765625,-5.3345807,1.1718417812682573,0.07676387500000104,-1.6891093000000001,-1.6891093000000001,8.168992834375,7.9035589,2.112994933396108,0.0781105999999987,18.501194,18.501194,0.7592331540624999,0.77602065,0.46912954464159545,0.12464812500000011,2.441487,2.441487,0.10954875915625001,-0.124199215,0.9453081810482687,0.7550713675,2.8275523,2.8275523,9.624176436640624,9.578902,5.636709767945633,2.7784715,19.608511,19.608511,1.0837363341359376,0.10175357,2.6365110853749765,1.0339957842499998,12.322357,12.322357,9.362016116835939,9.303568,5.542981470275063,0.8931867499999999,19.607914,19.607914,0.25362171603125006,0.139761525,0.6202728799244925,0.30032267875,2.4247277,2.4247277,2.2995559140625,3.27407075,1.8253247973253741,2.165256225,6.2883705999999995,6.2883705999999995,0.022000693890625,0.025350908,0.11793583758819486,0.019471331249999994,0.44776422,0.44776422,0.055409772520312504,0.037720927,0.1381956119245214,0.035124751999999995,0.63255095,0.63255095,0.024475175227109375,0.00870483,0.18327135041937295,0.02321287875,0.59681535,0.59681535,-0.03848513423859375,-0.006314492,0.7096075597997598,0.2519819145,2.0689473,2.0689473,0.00702919997304688,-0.00029879436,0.36316937558371676,0.16363552050000002,1.5670286,1.5670286,0.03143258595671876,0.0078283715,0.260079230326824,0.11293371375000001,0.80882543,0.80882543,0.06408980660546876,0.042833605999999996,0.152901475994991,0.0923170115,0.5335111,0.5335111,-0.024950641662499995,0.06668392000000001,0.3238992781516404,0.29229901449999995,0.8869232,0.8869232,0.017135755409375,0.025496975,0.0970314109690325,0.047647488,0.37521732,0.37521732
-4.985752017098438,-5.3384713,4.075272571016799,4.0991728,1.3694833999999998,1.3694833999999998,7.590171140703125,7.871237499999999,6.177566778715612,6.000019125000001,19.608511,19.608511,0.4837690229375,0.7194576,1.0983921628981355,1.0274117775,4.6417584000000005,4.6417584000000005,0.281379492578125,0.42078096,1.2767152728358502,1.66486795,2.9670146,2.9670146,8.693397738984375,9.493907499999999,8.216749947100428,16.744747695,19.608511,19.608511,1.920042214203125,0.8999205499999999,3.1147481514051854,2.8057050275,12.457031,12.457031,9.226958886992186,8.969877,8.365977282800625,17.713500825,19.607914,19.607914,0.4423474733671875,0.33848027,0.8839220442532016,1.1825860175,3.6200330000000003,3.6200330000000003,1.1417536409062499,0.926855325,2.171312198258681,2.8152819649999996,6.393117,6.393117,0.012202988710937501,0.0230601635,0.2864466878476579,0.3517056725,0.7357872,0.7357872,0.06959568598437499,0.038637226499999996,0.2248177664218556,0.1942551481,0.63255095,0.63255095,-0.021232339806249993,0.012675454,0.4308136597567836,0.4153883625,0.9633345,0.9633345,-0.004780163156250003,-0.05442013,0.8340854167171521,1.093372415,2.0689473,2.0689473,-0.03954689150234375,-0.11040725500000001,0.46544353586194254,0.575205995,1.5670286,1.5670286,0.01287994042734375,0.011951712000000001,0.3510299449789415,0.37507125500000005,0.80882543,0.80882543,0.05469059410234376,0.095062585,0.25048592669058345,0.27641653499999996,0.5564186,0.5564186,-0.007875051308593742,-0.018989932,0.44570049799537037,0.612086975,0.8869232,0.8869232,0.014802058494531251,0.0050329882,0.14824132163915374,0.1368338105,0.48334047,0.48334047
-5.432223839832813,-4.0291422500000005,5.670172863668969,11.262773691500001,1.6346412000000001,1.6346412000000001,7.860514798828125,6.511630049999999,8.289738825177409,16.604237775000005,19.608511,19.608511,0.356333893871875,-0.029628246,1.5080759686527632,1.57867675,4.6417584000000005,4.6417584000000005,0.24724341846874998,0.46118309999999996,1.23876128154326,1.37891055,2.9670146,2.9670146,8.939490794609375,10.5940435,8.436234812128442,17.356615877499998,19.608511,19.608511,1.9839094189453128,1.07649295,2.9680233742663367,3.11485642375,13.461398999999998,13.461398999999998,8.843793054140626,7.8065937000000005,8.690391199302843,18.498649625000002,19.607914,19.607914,0.440743544359375,0.186747735,0.8750468716625851,0.9425672724999999,3.6200330000000003,3.6200330000000003,0.9280056622343751,0.47494976499999997,2.091633118217037,2.3834277225,6.393117,6.393117,0.04011666660453125,0.044593162500000005,0.3616585186739046,0.6377433300000002,0.8863655,0.8863655,0.017796222405468742,0.0496328,0.27468483642517233,0.31749721000000003,0.57818395,0.57818395,-0.030815286775781235,0.034208454,0.5447468315232029,0.6607271324999999,1.1792753999999999,1.1792753999999999,-0.025886035476562486,-0.074884113,0.7506125545217309,1.041525245,1.3432395000000001,1.3432395000000001,-0.018798950375,-0.08154387499999999,0.45190792189445056,0.5730679550000001,1.2954991000000002,1.2954991000000002,0.005026981437499998,0.025085313499999998,0.3052697657083071,0.34147368,0.62923104,0.62923104,0.0024234378585937556,0.0446662025,0.30373901566270606,0.2990185355,0.63583106,0.63583106,0.046172205644531256,0.10654287300000001,0.45450689281349116,0.518395505,0.7595578000000001,0.7595578000000001,0.011148797782031254,0.00442212305,0.1607756767766218,0.14164438000000001,0.53831834,0.53831834
-5.509254491289062,-4.6657005,5.580734108387361,11.256188849999997,1.7010802999999999,1.7010802999999999,7.828539145703125,6.19200395,8.254844734898693,17.19156466,19.608511,19.608511,0.3502595487546875,0.064942722,1.497222627376359,1.519120955,4.2658687,4.2658687,0.3176806451171875,0.48692077500000003,1.1262062368809949,1.1336544899999998,3.3883939,3.3883939,9.158653779203124,10.5940435,8.243943197156451,16.9886563675,19.608511,19.608511,2.0429508036640627,0.9478046,2.896048701161553,3.2876877725000004,13.461398999999998,13.461398999999998,9.516549740234375,10.476129,8.509326921442167,18.2595296,19.607914,19.607914,0.28426001339843754,0.06883329999999999,0.8800873904097486,0.8831611600000001,2.6084828,2.6084828,0.8497031111875,0.462380205,1.9766931075158682,2.6066870349999998,5.4498014,5.4498014,0.039885205725625,-0.0462730415,0.36757696569938186,0.6492733925,0.8863655,0.8863655,-0.010222448152343746,0.033292155500000004,0.2559408001775817,0.2656500275,0.50823987,0.50823987,-0.010685366796093752,0.0620028235,0.5518240041981042,0.6747006575,1.1792753999999999,1.1792753999999999,0.013736689502343755,-0.067706448,0.7527386410245908,1.0845149025,1.3780589,1.3780589,0.008117302197343756,-0.04932072949999999,0.41617094895993045,0.45402559,1.2954991000000002,1.2954991000000002,0.0253931312096875,0.026765194,0.2720842876346085,0.321544195,0.64541894,0.64541894,0.03337235287734375,0.07505674500000001,0.2963248155549354,0.24136813500000004,0.6584331,0.6584331,0.029924623281249996,0.076763195,0.45594655080550583,0.5432119099999999,0.84477353,0.84477353,0.025077002930468748,0.0206100525,0.16344593951346967,0.15134186475,0.5584769,0.5584769
-5.054697544273438,-3.72418075,5.337642246273047,10.726322498250001,2.1721394,2.1721394,7.321941032171875,4.70939465,8.037841700426728,14.963161495,19.608511,19.608511,0.4391115572007812,0.184652805,1.3748220812180225,1.88932443,3.7104141999999998,3.7104141999999998,0.3645920293671875,0.59465985,1.218345598168094,1.2113163912499998,3.3883939,3.3883939,8.711999556664061,8.3207485,8.174577410156207,17.011998740000003,19.608511,19.608511,2.01082548471875,0.668580815,2.889111266319622,3.15540811,11.305421,11.305421,9.039837085078124,8.737040499999999,8.680104436611757,18.530224075000003,19.607914,19.607914,0.22572832932031248,0.0407014285,1.0299620370420628,0.9066542400000001,3.9911342000000003,3.9911342000000003,0.64086981265625,0.30585927,1.8939024969011409,2.2334909499999998,5.4126916,5.4126916,0.007213460097656249,-0.14340061999999998,0.3923892825279376,0.6829473524999999,0.88147855,0.88147855,0.015250155879687506,0.0438295815,0.21402775060504792,0.26030495,0.38851030000000003,0.38851030000000003,0.011821196335937496,0.088270028,0.570039693221863,0.7018078000000001,1.0778716999999998,1.0778716999999998,-0.05678960931796874,-0.14269016,0.7511877829082776,1.1230757875,1.3780589,1.3780589,-0.012957547388593744,-0.06764668500000001,0.4042769308004929,0.520609885,1.2512113999999999,1.2512113999999999,-0.019321727141875,-0.017827968,0.31842458105099286,0.348422275,0.77308977,0.77308977,0.05601731707523437,0.08376157749999999,0.2843977463544338,0.28328875600000003,0.7598366999999999,0.7598366999999999,0.06822300992734374,0.09753261299999999,0.4911061361335595,0.5827654250000001,0.84477353,0.84477353,0.028334156264062493,0.0293148825,0.1579926604366424,0.15836681125000002,0.6021538000000001,0.6021538000000001
-5.6290207034687505,-5.2917843,5.32058889851153,10.53568408,2.2840683,2.2840683,8.207832998890623,7.7464394500000004,8.055060862353326,15.68680933,19.608511,19.608511,0.6058920206148437,0.272340445,1.2871030666876802,1.9479823649999999,3.7104141999999998,3.7104141999999998,0.2636287288359375,0.47614685999999995,1.4620023872218035,1.3002011624999998,3.6846763999999994,3.6846763999999994,9.652373730898438,11.072883749999999,7.923072427077144,16.129437912500002,19.608511,19.608511,2.2506618434218746,0.940921275,2.978193988339095,3.598335625,10.991181,10.991181,8.850409869609376,7.62643035,8.607307941469129,18.3636764375,19.607914,19.607914,0.2495908539296875,0.18016368,1.0893170585466814,0.8824129825,3.9911342000000003,3.9911342000000003,0.5817068511953125,0.386065015,2.0109671758840255,2.2511480649999998,7.4735007,7.4735007,0.031609890015625,-0.046578474,0.38114376516251625,0.6056728925,0.86345804,0.86345804,0.03453059018828125,0.0484110715,0.20077615251851258,0.2398409645,0.52381694,0.52381694,0.011432246236718737,0.039400806499999996,0.6287403511981215,0.8742245049999999,1.2889256000000002,1.2889256000000002,-0.012413590929687503,-0.109703438,0.8016449088651423,1.2713633025000002,1.425401,1.425401,0.010653825893749996,-0.037867006,0.4320654789760398,0.61437773,1.2512113999999999,1.2512113999999999,0.0032802869453124953,0.0528796835,0.36865667800007984,0.4475351475,0.77308977,0.77308977,0.056597160190078134,0.097047895,0.3078626476402435,0.3207806125,0.7598366999999999,0.7598366999999999,0.07447721938749999,0.162895185,0.4967555347891875,0.5669593075,1.0097071,1.0097071,0.026468153596875,0.022442648,0.16880095325421537,0.1676061475,0.6024592,0.6024592
-5.152134990421875,-4.8024693,5.425331278679365,10.8179005775,2.598906,2.598906,7.448730781837501,5.491101500000001,8.254466302960658,15.9385000506,19.608511,19.608511,0.52397011096875,0.14634557999999998,1.301352259582503,1.6534955800000002,5.354632,5.354632,0.2160579967421875,0.423175155,1.4091925902600724,1.1863269375,3.6846763999999994,3.6846763999999994,8.528744929585937,8.956708500000001,7.959450298906188,15.862334175,19.608511,19.608511,2.0989573623515625,0.78948803,2.968881332308223,3.5778351849999996,10.991181,10.991181,9.748932285703125,10.816105,8.41377320410307,18.419490999999997,19.607914,19.607914,0.319962610359375,0.240318,1.180068348868169,0.9917980475000001,4.06715,4.06715,0.5818284226171875,0.255281745,2.0994524310123714,1.8363526774999999,7.4735007,7.4735007,0.014486572046875002,-0.042760567,0.36368310866339904,0.6253732999999999,1.2599095,1.2599095,0.057509622403124995,0.08216137500000001,0.21458922298093389,0.23632849024999997,0.61422503,0.61422503,-0.025909278310156252,-0.0342084535,0.6487550847323557,0.94722293,1.2889256000000002,1.2889256000000002,0.04826250777218749,0.061491549000000006,0.8446591990301309,1.1480448825,1.425401,1.425401,-0.001508595801562507,-0.0343545305,0.40827418058366,0.590630335,1.0936081,1.0936081,0.04041182641140625,0.080215905,0.37413134462805964,0.45807258250000005,0.8302056999999999,0.8302056999999999,0.0425043070203125,0.07444588499999999,0.28890724101730664,0.34941491,0.6391908000000001,0.6391908000000001,0.05271753348046875,0.048968825,0.48301610979683735,0.5791766174999999,1.0961446000000001,1.0961446000000001,0.02087730462109375,0.021220918,0.1868895781108339,0.19730947000000001,0.7212725,0.7212725
-5.257779152515624,-4.74022015,5.593642339643064,11.296442687500003,3.6403837,3.6403837,7.370250530034375,5.2801124999999995,8.426699251832535,16.362722600799998,19.608511,19.608511,0.5229179676328124,0.18076223,1.375469279284629,1.5512930699999998,5.354632,5.354632,0.1630348420234375,0.433350505,1.4929043304882557,1.3899836975,3.6128504,3.6128504,8.482736023320312,7.7865424999999995,8.100110569941071,15.789760099999997,19.608511,19.608511,2.230521549273438,0.78948803,3.1921014133934236,4.841524741999999,10.941502,10.941502,8.490877513070313,6.648099650000001,8.620983665567914,18.586936487499997,19.607914,19.607914,0.32820203141406246,0.17178397,1.1687997266481815,0.98551329,4.06715,4.06715,0.2427636310625,-0.09576807000000001,1.8873570038909202,1.4697406025,7.108983500000001,7.108983500000001,0.00976668297265625,-0.060781089999999996,0.34392062789757316,0.49151745,1.2599095,1.2599095,0.027298041229687493,0.055741452999999996,0.2236270616776763,0.27466027625,0.61422503,0.61422503,0.03484317965625,0.018325956999999997,0.71313653994659,0.8915578074999999,1.8671096999999999,1.8671096999999999,-0.0732758143996875,-0.00417646208,0.8590705623207279,1.1991284525,1.3731719,1.3731719,0.0043423471875000015,-0.07085373,0.39178950825567627,0.53954673,1.1143775,1.1143775,-0.006510260658906244,0.0334847125,0.3728935494886125,0.4630358575,0.8302056999999999,0.8302056999999999,0.04030423934296875,0.0529128835,0.2713894093421938,0.2842814125,0.7189087,0.7189087,0.0705495490515625,0.14350022,0.5631353742408756,0.5708535674999999,1.0961446000000001,1.0961446000000001,0.01376883766796875,0.0183193075,0.19690047325731738,0.20219639874999998,0.73837674,0.73837674
-5.608987974742187,-5.353435149999999,5.62163753799216,11.090241755000001,3.6403837,3.6403837,8.034253358634377,6.95844785,8.403039034405944,15.8567975825,19.608511,19.608511,0.42395139137890625,0.0721253275,1.3275369631963172,1.3031939375,4.6830587,4.6830587,0.286022929078125,0.57371057,1.5249940093691527,1.453878965,3.5146879999999996,3.5146879999999996,9.121726051347657,9.346962999999999,7.901788308157046,15.648353349999997,19.608511,19.608511,2.3720506561328127,0.988805295,3.2851918614090376,5.1581579525,10.860099,10.860099,8.806159263382813,7.2280947,8.780466244616845,18.907308892499998,19.607914,19.607914,0.2507365143851562,0.1071405275,0.9794257633557308,0.837671305,3.6727053999999995,3.6727053999999995,0.12920740282343748,-0.22415712999999998,1.9302828670846106,1.6638205350000002,5.7017913,5.7017913,0.04860196550390625,-0.0355829,0.33195324023768824,0.51434855,1.2605205,1.2605205,0.008442349318749999,0.03481932,0.20864065141022942,0.278020045,0.5729916,0.5729916,-0.011961980984375002,-0.14584408,0.8098915580669118,1.066723465,1.8671096999999999,1.8671096999999999,0.0147126398671875,0.0879114755,0.9301338981652831,1.307327985,1.7522137999999998,1.7522137999999998,0.009243584637500007,-0.059858154999999996,0.42502646723074905,0.5427537825,1.347728,1.347728,0.018115243990625002,0.0557812935,0.35838194230222403,0.4479169325,0.7257477,0.7257477,0.0471144315703125,0.06757364299999999,0.28926698155120845,0.32940908125,0.7189087,0.7189087,0.06461270226562502,0.13143563,0.5979410965166456,0.6512587125,1.1416540000000002,1.1416540000000002,0.033197215878125,0.027787719,0.19810395532300615,0.216246286,0.73837674,0.73837674
