id,attr_x1_chest_acc,attr_y1_chest_acc,attr_z1_chest_acc,attr_x2_thigh_acc,attr_y2_thigh_acc,attr_z2_thigh_acc,attr_x3_waist_acc,attr_y3_waist_acc,attr_z3_waist_acc,attr_x4_chest_gyr,attr_y4_chest_gyr,attr_z4_chest_gyr,attr_x5_thigh_gyr,attr_y5_thigh_gyr,attr_z5_thigh_gyr,attr_x6_waist_gyr,attr_y6_waist_gyr,attr_z6_waist_gyr
1.0,-1.8728642,9.634866,-0.21906945,0.49440265,9.593566000000001,-0.31423897,9.91798,-0.20470424,0.8074445,0.0013943687,0.22179720000000003,-0.026718712999999998,0.02005231,-0.009096581500000001,0.16713804,-0.01910946,-0.027236623999999997,0.006414088399999999
2.0,-1.8974048,9.444528,-0.12808979,0.44232875,9.56723,-0.24540567,9.924564,-0.25139117,0.8242039000000001,0.09149700000000001,0.1469662,0.009627769,0.012416497,-0.015510666999999999,0.17721732,-0.02949417,-0.029680086,0.009162982
3.0,-1.7962499,9.423578,-0.3465607,0.33159694,9.575011,-0.27952304,9.912594,-0.26036942,0.789488,0.096078485,0.068470016,0.015125556,0.005086113,-0.017648696999999998,0.18240967,-0.031326763,-0.040370226,0.00549779
4.0,-1.6753427,9.509171,-0.46327803,0.35793316,9.605537,-0.32321724,9.917382,-0.19093758,0.7212533,0.023080088,0.07824387,-0.013279678,0.005086113,-0.032920327,0.18057708,-0.026439844,-0.029680086,0.0021380307
5.0,-1.7531542000000002,9.558251,-0.22864626,0.4309563,9.601946,-0.30945057,9.928156,-0.18614918,0.682946,0.0035324021999999997,0.12833482,-0.025191551,0.009056736,-0.03902898,0.17569016,-0.01910946,-0.02570946,0.007330385
6.0,-1.8399439999999998,9.579201,-0.17717093,0.42676646,9.586982,-0.32321724,9.935937,-0.2825158,0.6841431,0.043544072999999996,0.17017908,-0.012363381000000001,0.0038643815000000002,-0.036585517000000005,0.17660646,-0.016055133,-0.03395614,0.0024434635
7.0,-1.7968484,9.596559,-0.19871874,0.38965634,9.606135,-0.28311434,9.906608,-0.2873042,0.6919243,0.05973200000000001,0.15276942,0.0074897390000000005,0.014859956,-0.030782297,0.16194569,-0.02491268,-0.041591957,-0.00091629475
8.0,-1.7363948,9.531916,-0.31004912,0.47524905,9.607333,-0.374094,9.918579,-0.23403321,0.6943185000000001,0.04446037,0.11489577599999999,0.007184306,0.013332792,-0.0051259585,0.16072395,-0.027050707,-0.037926762999999995,0.0018325988
9.0,-1.7657237000000001,9.415198,-0.37828386,0.46088383,9.594764,-0.2873042,9.929952,-0.23044191,0.74998367,0.038962584,0.091682896,-0.00014607608,0.027688127000000003,-0.006042257,0.16683261,-0.021858352999999997,-0.034567006000000004,0.0015271660000000002
10.0,-1.7489643,9.436746000000001,-0.34715924,0.43275195,9.579201,-0.338181,9.894637,-0.18854338,0.7032967,0.051485322,0.10878713,-0.0047275657,0.020357743,-0.011234611,0.16774891,-0.016360566,-0.035788737,0.00030543562
11.0,-1.7310078000000002,9.527127,-0.2813187,0.40641573,9.6049385,-0.3878607,9.835979,-0.16400282,0.66259533,0.036824554,0.13352716,-0.0071710264,0.013027358999999999,-0.011845477,0.16835977,-0.01208451,-0.0513658,-0.00091629475
12.0,-1.7597381999999997,9.505579,-0.23762453,0.43514615,9.610924,-0.29688102,9.880871,-0.15801731,0.6865373,0.030105036,0.14299558,-0.008087324,0.013638224,-0.030782297,0.17049779999999998,-0.020636624,-0.041591957,-0.005192352
