id,acc_rh_x,acc_rh_y,acc_rh_z,gyro_rh_x,gyro_rh_y,gyro_rh_z,acc_lh_x,acc_lh_y,acc_lh_z,gyro_lh_x,gyro_lh_y,gyro_lh_z,acc_leg_x,acc_leg_y,acc_leg_z,gyro_leg_x,gryo_leg_y,gryo_leg_z
1,1378,-517,-488,2481,25,953,1677,821,183,978,531,-327,-732,314,184,978,531,-327
2,1584,-901,-667,137,75,1132,1615,560,691,2138,-42,-126,-621,114,166,2138,-42,-126
3,1188,-1038,-208,-1641,-24,1135,1500,625,720,2500,-463,-137,-529,-237,320,2500,-463,-137
4,1044,-1017,366,-2500,-276,1020,1254,403,835,2500,-1030,5,-391,-242,199,2500,-1030,5
5,672,-825,533,-2500,-222,966,1005,180,1156,2500,-1477,180,-604,560,-31,2500,-1477,180
6,643,-883,737,-2500,4,531,737,-198,1214,2500,-1936,172,-1007,538,3,2500,-1936,172
7,651,-235,1143,-2500,-23,212,368,-1074,852,2500,-1957,-114,-1052,-178,-98,2500,-1957,-114
8,517,816,1290,-2500,114,281,209,-1698,558,2500,-1501,-240,-1010,-301,-78,2500,-1501,-240
9,513,1783,714,-2500,596,627,71,-2000,-148,2500,-937,32,-1203,-48,97,2500,-937,32
10,664,2000,-849,-2500,1282,521,272,-2000,-819,-1896,475,423,-1493,1073,220,-1896,475,423
11,506,1420,-1029,2237,1629,84,602,-678,-232,-2500,1558,224,-833,746,381,-2500,1558,224
12,1057,198,-286,2500,1749,-82,752,246,-187,-2500,1667,74,-441,423,488,-2500,1667,74
13,881,203,68,2500,1129,-229,591,-739,-82,-2500,1839,277,-159,176,580,-2500,1839,277
14,1161,981,237,2500,976,-431,859,-1292,707,-2500,2077,414,-185,66,535,-2500,2077,414
15,1154,1361,570,2500,307,-536,1052,-472,677,-2500,1661,266,-537,113,285,-2500,1661,266
16,1278,511,286,2500,-239,-213,1317,434,-13,-2500,1145,-409,-944,-213,12,-2500,1145,-409
17,1305,-394,-128,2500,-464,368,1248,542,159,-1538,733,-796,-1036,-667,-184,-1538,733,-796
18,1033,-522,-443,2108,-383,749,1201,1157,136,625,251,-687,-1130,512,-218,625,251,-687
19,1002,-514,-543,526,-101,1230,1323,901,512,2500,-108,-583,-1297,849,-350,2500,-108,-583
20,1137,-1141,-323,-931,-139,1513,1268,658,877,2500,-590,-471,-1013,234,-166,2500,-590,-471
21,1047,-1182,148,-2500,-51,1518,1171,649,912,2500,-1063,-396,-1141,183,-4,2500,-1063,-396
22,822,-1536,770,-2500,25,1287,1225,175,1010,2500,-1375,-157,-1031,345,55,2500,-1375,-157
23,1136,-703,1218,-2500,2,775,1195,-333,1105,2500,-1695,69,-788,283,62,2500,-1695,69
24,1119,1001,1037,-2500,-176,396,757,-993,945,2500,-1711,30,-594,85,91,2500,-1711,30
25,936,2000,347,-2500,76,541,526,-2000,368,2500,-1241,-222,-505,-117,183,2500,-1241,-222
26,856,2000,-1091,-1270,820,211,402,-2000,-595,1357,-215,97,-342,-9,211,1357,-215,97
27,434,438,-1572,2012,1613,-188,591,-1332,-779,-2500,1106,501,-325,-36,95,-2500,1106,501
28,563,-75,-844,2500,1712,-368,679,37,-273,-2500,1650,573,-766,44,250,-2500,1650,573
29,666,326,-210,2500,961,-513,558,175,-235,-2500,1590,566,-1242,212,138,-2500,1590,566
30,659,639,171,2500,901,-649,559,-520,-109,-2500,1573,820,-1221,472,-130,-2500,1573,820
31,625,800,488,2500,474,-649,533,-804,229,-2500,1774,1068,-1495,601,151,-2500,1774,1068
32,861,493,252,2500,13,-445,688,-543,239,-2500,1554,899,-1145,462,210,-2500,1554,899
33,1254,131,-280,2500,-92,57,1283,-332,-12,-2500,1186,113,-784,395,342,-2500,1186,113
34,1276,-71,-606,2500,-95,549,1353,-82,-115,-2500,988,-358,-465,329,371,-2500,988,-358
35,1261,-325,-516,1059,-68,758,1393,492,-16,-1512,630,-407,-356,135,371,-1512,630,-407
36,1219,-405,-448,111,74,1141,1556,750,32,764,176,-422,-354,44,346,764,176,-422
37,1350,-802,-383,-1049,-213,1319,1324,365,251,1952,-272,-455,-336,7,227,1952,-272,-455
38,1047,-1092,-35,-2500,-170,1102,1207,622,517,2500,-792,-331,-602,-18,-13,2500,-792,-331
39,861,-724,261,-2500,-367,967,995,716,629,2500,-1130,-236,-1177,-124,-103,2500,-1130,-236
40,665,-959,437,-2500,-26,713,938,227,974,2500,-1351,-55,-1256,246,-186,2500,-1351,-55
41,613,-713,911,-2500,194,252,794,-326,1202,2500,-1610,0,-1252,580,-260,2500,-1610,0
42,913,435,1226,-2500,30,-8,600,-1169,1145,2500,-1782,-72,-1142,479,-81,2500,-1782,-72
43,796,1831,562,-2500,569,714,379,-1757,549,2500,-1586,-530,-1061,309,37,2500,-1586,-530
44,1163,2000,-830,-2500,1315,742,543,-2000,-331,2500,-774,-537,-876,165,97,2500,-774,-537
45,856,1435,-1194,1200,1546,160,754,-1772,-928,-2443,427,-41,-597,218,122,-2443,427,-41
46,896,26,-358,2500,2089,-75,919,-556,-251,-2500,1492,280,-502,-30,136,-2500,1492,280
47,1050,-184,-125,2500,978,-97,773,198,-163,-2500,1679,528,-425,-165,252,-2500,1679,528
48,936,546,-40,2500,554,-216,703,-281,-58,-2500,1614,854,-518,-191,183,-2500,1614,854
49,905,922,165,2500,367,-386,825,-512,239,-2500,1496,1002,-823,-144,209,-2500,1496,1002
50,860,1069,288,2500,-81,-357,897,-484,209,-2500,999,650,-1189,679,15,-2500,999,650
51,866,400,245,2500,-435,118,962,-60,-87,-2500,784,-45,-1345,644,-143,-2500,784,-45
52,1120,-62,-141,2500,-298,603,1197,299,99,-2025,638,-355,-1247,458,147,-2025,638,-355
53,1287,-314,-567,2403,-304,747,1306,800,-9,227,478,-471,-1086,573,318,227,478,-471
54,1229,-803,-635,709,-17,979,1527,695,291,2153,165,-519,-681,410,365,2153,165,-519
55,1381,-1002,-506,-1227,-137,1107,1563,310,377,2500,-254,-459,-358,293,330,2500,-254,-459
56,979,-800,-129,-2500,-107,1127,1427,659,488,2500,-731,-316,-399,84,345,2500,-731,-316
57,867,-1388,352,-2500,-100,826,1165,605,834,2500,-1261,-19,-415,0,332,2500,-1261,-19
58,709,-1069,1068,-2500,90,574,920,-62,1154,2500,-1693,180,-435,-32,132,2500,-1693,180
59,840,-228,1613,-2500,0,60,709,-717,1189,2500,-1928,274,-845,-189,11,2500,-1928,274
60,894,1534,1389,-2500,-290,226,494,-1147,828,2500,-1812,38,-1044,153,-178,2500,-1812,38
61,528,2000,200,-2500,588,499,196,-2000,263,2500,-1243,-109,-1497,480,-460,2500,-1243,-109
62,532,2000,-1533,805,1100,-77,23,-2000,-758,-1124,61,260,-1199,592,-168,-1124,61,260
63,850,345,-665,2500,1801,-187,441,-1028,-314,-2500,1380,72,-938,356,-19,-2500,1380,72
64,1148,-545,-176,2500,1130,-121,906,317,-239,-2500,1567,113,-1011,117,34,-2500,1567,113
65,967,448,-79,2500,626,-125,935,-555,-393,-2500,1626,276,-901,238,5,-2500,1626,276
66,1200,1139,121,2500,573,-268,855,-1259,61,-2500,2018,522,-702,170,10,-2500,2018,522
67,1223,968,165,2500,-4,-296,1053,-814,584,-2500,1793,325,-672,-10,134,-2500,1793,325
68,1215,-133,37,2500,-380,-3,1667,430,212,-2500,907,-133,-493,-145,134,-2500,907,-133
69,1203,-353,-411,2500,-467,428,1274,419,107,-1660,361,-361,-579,-562,-71,-1660,361,-361
