attr_x1_chest_acc_mean,attr_x1_chest_acc_median,attr_x1_chest_acc_std,attr_x1_chest_acc_iqr,attr_x1_chest_acc_maximum,attr_x1_chest_acc_minimum,attr_y1_chest_acc_mean,attr_y1_chest_acc_median,attr_y1_chest_acc_std,attr_y1_chest_acc_iqr,attr_y1_chest_acc_maximum,attr_y1_chest_acc_minimum,attr_z1_chest_acc_mean,attr_z1_chest_acc_median,attr_z1_chest_acc_std,attr_z1_chest_acc_iqr,attr_z1_chest_acc_maximum,attr_z1_chest_acc_minimum,attr_x2_thigh_acc_mean,attr_x2_thigh_acc_median,attr_x2_thigh_acc_std,attr_x2_thigh_acc_iqr,attr_x2_thigh_acc_maximum,attr_x2_thigh_acc_minimum,attr_y2_thigh_acc_mean,attr_y2_thigh_acc_median,attr_y2_thigh_acc_std,attr_y2_thigh_acc_iqr,attr_y2_thigh_acc_maximum,attr_y2_thigh_acc_minimum,attr_z2_thigh_acc_mean,attr_z2_thigh_acc_median,attr_z2_thigh_acc_std,attr_z2_thigh_acc_iqr,attr_z2_thigh_acc_maximum,attr_z2_thigh_acc_minimum,attr_x3_waist_acc_mean,attr_x3_waist_acc_median,attr_x3_waist_acc_std,attr_x3_waist_acc_iqr,attr_x3_waist_acc_maximum,attr_x3_waist_acc_minimum,attr_y3_waist_acc_mean,attr_y3_waist_acc_median,attr_y3_waist_acc_std,attr_y3_waist_acc_iqr,attr_y3_waist_acc_maximum,attr_y3_waist_acc_minimum,attr_z3_waist_acc_mean,attr_z3_waist_acc_median,attr_z3_waist_acc_std,attr_z3_waist_acc_iqr,attr_z3_waist_acc_maximum,attr_z3_waist_acc_minimum,attr_x4_chest_gyr_mean,attr_x4_chest_gyr_median,attr_x4_chest_gyr_std,attr_x4_chest_gyr_iqr,attr_x4_chest_gyr_maximum,attr_x4_chest_gyr_minimum,attr_y4_chest_gyr_mean,attr_y4_chest_gyr_median,attr_y4_chest_gyr_std,attr_y4_chest_gyr_iqr,attr_y4_chest_gyr_maximum,attr_y4_chest_gyr_minimum,attr_z4_chest_gyr_mean,attr_z4_chest_gyr_median,attr_z4_chest_gyr_std,attr_z4_chest_gyr_iqr,attr_z4_chest_gyr_maximum,attr_z4_chest_gyr_minimum,attr_x5_thigh_gyr_mean,attr_x5_thigh_gyr_median,attr_x5_thigh_gyr_std,attr_x5_thigh_gyr_iqr,attr_x5_thigh_gyr_maximum,attr_x5_thigh_gyr_minimum,attr_y5_thigh_gyr_mean,attr_y5_thigh_gyr_median,attr_y5_thigh_gyr_std,attr_y5_thigh_gyr_iqr,attr_y5_thigh_gyr_maximum,attr_y5_thigh_gyr_minimum,attr_z5_thigh_gyr_mean,attr_z5_thigh_gyr_median,attr_z5_thigh_gyr_std,attr_z5_thigh_gyr_iqr,attr_z5_thigh_gyr_maximum,attr_z5_thigh_gyr_minimum,attr_x6_waist_gyr_mean,attr_x6_waist_gyr_median,attr_x6_waist_gyr_std,attr_x6_waist_gyr_iqr,attr_x6_waist_gyr_maximum,attr_x6_waist_gyr_minimum,attr_y6_waist_gyr_mean,attr_y6_waist_gyr_median,attr_y6_waist_gyr_std,attr_y6_waist_gyr_iqr,attr_y6_waist_gyr_maximum,attr_y6_waist_gyr_minimum,attr_z6_waist_gyr_mean,attr_z6_waist_gyr_median,attr_z6_waist_gyr_std,attr_z6_waist_gyr_iqr,attr_z6_waist_gyr_maximum,attr_z6_waist_gyr_minimum
-2.168919286,-2.1757307,0.03974770406983029,0.04249690000000017,-2.0380642,-2.0380642,9.38159557,9.382876,0.030983596591262597,0.037708249999999666,9.457097000000001,9.457097000000001,0.5863878805999999,0.58568162,0.05445301712059954,0.0766144474999999,0.6859388000000001,0.6859388000000001,0.0817380459,0.08259996,0.02472879997812588,0.03576338249999998,0.11791443,0.11791443,9.5891848,9.5878805,0.024866477017864975,0.03740900000000025,9.633669,9.633669,-0.09132682337000002,-0.085891988,0.05049794905829797,0.06928221250000001,0.038307227,0.038307227,9.35752193,9.361328499999999,0.02512394402517421,0.039653375000000324,9.421782499999999,9.421782499999999,0.4471770226,0.45729253,0.041656744701653814,0.05222353750000003,0.50397944,0.50397944,3.18522202,3.1917701999999997,0.03205776752823564,0.042796449999999986,3.25372,3.25372,0.012335237536,0.0141495075,0.01243454577214879,0.0209221335,0.02896299,0.02896299,-0.00565873681034,-0.004302615300000001,0.009709906213545425,0.0114537237,0.014939638,0.014939638,-0.0070855031482,-0.0051857121,0.010717167000422372,0.0133626780525,0.009322336,0.009322336,0.08960542492,0.090607245,0.008505965466404674,0.012446387749999982,0.10954407,0.10954407,0.05594967228,0.0525410435,0.012792138203273181,0.0213802855,0.088734806,0.088734806,0.0063439679204,0.0070647895,0.006021520306523211,0.00763581585,0.016838633000000002,0.016838633000000002,0.01903774776,0.019434809499999997,0.01384940791481348,0.021227566749999996,0.044022135,0.044022135,-0.025759922822000004,-0.0248130805,0.013015587741948697,0.017180585500000005,0.008937224,0.008937224,0.00908011314,0.010112475499999999,0.006504966428954005,0.00916297785,0.01942817,0.01942817
-2.154853364,-2.17154085,0.049841194914487186,0.0893335500000001,-2.0560207,-2.0560207,9.39387787,9.39784,0.02463750756951876,0.03531437500000223,9.457097000000001,9.457097000000001,0.6262154268,0.63087213,0.03906205995572791,0.04025252750000008,0.7410054,0.7410054,0.083581581748,0.083497785,0.03160499481966404,0.03950432999999999,0.15263036,0.15263036,9.5882152,9.586982,0.018414958637205964,0.027533250000001175,9.624691,9.624691,-0.08756792754,-0.08259996,0.04240783595577016,0.06060322625000002,-0.016759411999999998,-0.016759411999999998,9.34181595,9.3442695,0.022258247126458457,0.03531362500000057,9.385869,9.385869,0.4582142924,0.45729253,0.038053540286334654,0.05895722500000011,0.54767364,0.54767364,3.2397858779999997,3.2249897499999998,0.05108200555006544,0.06150089999999997,3.3877954,3.3877954,0.013685249884000002,0.013080493,0.01467342201447724,0.02260201405,0.039958566,0.039958566,-0.01292192452994,-0.008578672999999998,0.016194760919814765,0.025427265382249997,0.008830985,0.008830985,-0.011477624246199998,-0.013279677,0.011568963388024045,0.018707748225,0.008711472,0.008711472,0.08405876774000001,0.083124142,0.007472098849713477,0.010919220999999993,0.100075655,0.100075655,0.057886114739999994,0.057122532999999996,0.01206454970837078,0.020463984750000004,0.07957183,0.07957183,0.0039005070012799996,0.004010463,0.0054544349177258955,0.0087811876665,0.013173440500000001,0.013173440500000001,0.019288202713080002,0.018060364,0.011429138874751202,0.015729781499999998,0.044022135,0.044022135,-0.018625016608,-0.0180935635,0.011035473342129442,0.014431690500000005,0.008937224,0.008937224,0.010796644440000001,0.011792354,0.005644080882599755,0.008933905125,0.020649900000000002,0.020649900000000002
-2.142918268,-2.1478982,0.03697368387754964,0.047285450000000395,-2.0560207,-2.0560207,9.39542205,9.3987375,0.02502052573813131,0.03456649999999861,9.43914,9.43914,0.6424241814,0.648828685,0.04429875851039498,0.04025253250000005,0.74998367,0.74998367,0.079391728608,0.08259996,0.03597537246787476,0.05686229075,0.15263036,0.15263036,9.58485135,9.584588,0.02058946954689451,0.02543812499999909,9.625888,9.625888,-0.061399303042,-0.0628477915,0.03299464732980756,0.04174889475,0.0011971008,0.0011971008,9.31345659,9.320926499999999,0.03651187117085216,0.06060300000000041,9.372103,9.372103,0.4655166082,0.460584555,0.05607619889393394,0.07392097500000006,0.587178,0.587178,3.3096486459999994,3.3042976000000004,0.0589658323811992,0.09846162499999966,3.4105402999999996,3.4105402999999996,0.019757250514,0.0184255635,0.008707778747005799,0.0110719325,0.039958566,0.039958566,-0.0157135787316,-0.0200323965,0.0183698623654906,0.031764993775,0.0173831,0.0173831,-0.014519733052,-0.01602857,0.009015884670221175,0.010537424749999996,0.008711472,0.008711472,0.08349066302000001,0.083124142,0.006535759014018954,0.008399395000000004,0.09885392,0.09885392,0.05768452917999999,0.057886115999999994,0.011517298082812303,0.013591753999999998,0.081404425,0.081404425,0.00383331175448,0.0035523139000000004,0.0056056963447882555,0.008170322539500001,0.016533199999999998,0.016533199999999998,0.02049160702508,0.019740242499999998,0.013718510261403838,0.019624045499999992,0.051352515999999994,0.051352515999999994,-0.014709370244,-0.011374046249999999,0.018491274774282532,0.014584407449999996,0.018405635,0.018405635,0.01231769887,0.013014086000000001,0.005630918637766954,0.007254025750000004,0.023398794,0.023398794
-2.2122902699999996,-2.17154095,0.09286487969668457,0.09112934999999966,-2.1278467,-2.1278467,9.378674629999999,9.3828765,0.04303677041435712,0.03980387499999871,9.43914,9.43914,0.6670246036,0.65780695,0.06351248213261314,0.05162499999999992,0.8218097,0.8218097,0.07805097543400001,0.080505032,0.03653845226233078,0.05641337824999999,0.15023616,0.15023616,9.58685051,9.586982,0.026245424779280924,0.037409000000002024,9.652822500000001,9.652822500000001,-0.04619612167,-0.0463876595,0.045390442006886036,0.058358669249999995,0.06823475,0.06823475,9.2842353,9.279925500000001,0.03581770568769027,0.04908049999999875,9.352949,9.352949,0.47928326819999995,0.48063599999999995,0.05451908445204716,0.0677857999999999,0.58777654,0.58777654,3.344795542,3.3467947000000002,0.0372529993331494,0.05162484999999961,3.4171242999999993,3.4171242999999993,0.005786762265200001,0.013691358,0.016557675906035674,0.023441950624999996,0.027741259,0.027741259,-0.006972096966400001,-0.0055243467,0.01607502203852573,0.02611449,0.022880888,0.022880888,-0.040432636986,-0.027329578,0.02891556653641132,0.05604688375,-0.006254727,-0.006254727,0.08626399191999999,0.08510946,0.011004274074488868,0.014584402750000003,0.11046037,0.11046037,0.054257575360000004,0.05406820700000001,0.01105238005809474,0.016264288000000002,0.081404425,0.081404425,0.0043525471734,0.0037050303000000003,0.004661282038093482,0.005345071599999999,0.016533199999999998,0.016533199999999998,0.026765192957679998,0.030277667499999997,0.020593883889091447,0.03649919477499999,0.0605155,0.0605155,-0.025026884104000002,-0.0177881305,0.02916611282303771,0.05299255805,0.018405635,0.018405635,0.0064839357052000005,0.0053782696,0.0072239536318795695,0.0087048298,0.023398794,0.023398794
-2.380889946,-2.4429834999999995,0.1378791902927751,0.2570774,-2.156577,-2.156577,9.30941044,9.291597500000002,0.07053069561032559,0.13347649999999867,9.431359,9.431359,0.7306026170000002,0.7505822,0.07927011591411445,0.13841476000000008,0.8451531999999999,0.8451531999999999,0.071419036538,0.0730231525,0.04263518705246621,0.0695814885,0.15023616,0.15023616,9.58807154,9.584289,0.026266300063549155,0.035912249999997314,9.652822500000001,9.652822500000001,-0.045741223440000006,-0.0430956315,0.049476207646658305,0.06194996825,0.06823475,0.06823475,9.30074329,9.2969845,0.04308167686616777,0.07047925,9.376891,9.376891,0.520008644,0.5222352450000001,0.05013499646565849,0.06823475000000018,0.6159084,0.6159084,3.308918458,3.3291376,0.06098653452568716,0.06554130000000047,3.4171242999999993,3.4171242999999993,0.0098306902232,0.0069718418,0.023125567263659698,0.039935315175,0.046067215999999994,0.046067215999999994,-0.0050173280904,-0.00124828982,0.01293529508244182,0.018631390225000002,0.022880888,0.022880888,-0.041049610782,-0.030383904,0.029641183766848128,0.05253440975,0.012071231000000002,0.012071231000000002,0.08466963408,0.08434588,0.011775790077740258,0.015500707499999988,0.11046037,0.11046037,0.0519729393,0.051930177999999994,0.015077331971354883,0.019013178,0.08965111,0.08965111,0.0037477906138000004,0.00294144825,0.00473135149427737,0.0055741455775,0.015006037,0.015006037,0.014578431123680003,0.0052321930000000004,0.025451757467335072,0.038408149249999995,0.0605155,0.0605155,-0.051300198840000005,-0.059632402,0.028877151327241276,0.051159963,0.017489336,0.017489336,-0.0022392200556,0.0001859148,0.008593771078154186,0.010231992875,0.012097786999999999,0.012097786999999999
-2.47422788,-2.4851813,0.059654102847251006,0.05761040000000017,-2.3068132,-2.3068132,9.27328187,9.262568,0.04704228915654632,0.05806000000000111,9.425972,9.425972,0.7117602454,0.7469908999999999,0.10571592881127598,0.14529808750000006,0.8451531999999999,0.8451531999999999,0.057269304353999996,0.05746084,0.040439413174988545,0.054019176249999995,0.16879122,0.16879122,9.58760464,9.588778,0.025424536120260004,0.03681075000000078,9.636662,9.636662,-0.031663317611999996,-0.02873042,0.052475671058870424,0.067935475825,0.089782566,0.089782566,9.3400681,9.3457665,0.03489720345256911,0.038905999999999,9.397242,9.397242,0.5600157555999999,0.55844754,0.04171323713298148,0.057011935000000125,0.65242,0.65242,3.218202126,3.1920695,0.07411935978267978,0.1264439249999998,3.37762,3.37762,0.044943224598,0.0416384435,0.025269778214650512,0.035735618000000004,0.086995184,0.086995184,-0.0025921927848,-0.00216458735,0.024889967291581883,0.0367282725,0.049758962999999996,0.049758962999999996,0.006469596738,0.0108495005,0.0272835700765252,0.0476474895,0.04841771,0.04841771,0.08375944534,0.084956745,0.008395585065092822,0.010766501250000018,0.104351714,0.104351714,0.056621623940000004,0.0586496965,0.017693278200535213,0.022754726249999996,0.08965111,0.08965111,0.0018846516018,0.0012615686,0.005618950918328581,0.007483098925000001,0.015006037,0.015006037,0.010827718224000003,0.00462132775,0.023771327413754352,0.03749185395,0.04799276,0.04799276,-0.053022839280000005,-0.0526074505,0.019982952740639926,0.024358246749999993,-0.018246278,-0.018246278,0.006086873387200002,0.0105706245,0.014230071521996825,0.020845777450000002,0.024315093,0.024315093
-2.34260664,-2.33165325,0.13297403060600366,0.2419639250000003,-2.0913353,-2.0913353,9.34980048,9.354744499999999,0.07803481754453984,0.1382639999999995,9.537302,9.537302,0.567174411,0.538096845,0.11566175018711625,0.19198506499999995,0.8122329,0.8122329,0.03745728555800001,0.0374094025,0.03916955128016209,0.04174889050000001,0.16879122,0.16879122,9.5903221,9.591471,0.027536537911654616,0.030975250000000898,9.651626,9.651626,-0.0010414779460000008,0.00329202735,0.07470550189968976,0.109534726,0.14784196,0.14784196,9.349202020000002,9.352649500000002,0.07029931951796985,0.04294574999999945,9.56723,9.56723,0.4927745977000001,0.5318120749999999,0.1554549684336005,0.07751226499999991,0.65242,0.65242,3.150757466,3.15495915,0.061356352600889216,0.041299949999999974,3.2878375,3.2878375,0.0368064991512,0.0375151025,0.032188334791594664,0.058719423550000004,0.086995184,0.086995184,-0.001376570704,0.010052718,0.0312170725185846,0.05001459375,0.049758962999999996,0.049758962999999996,0.015009492761,0.018332600499999997,0.023667846524012017,0.039782601775,0.04841771,0.04841771,0.08177413304000002,0.084956745,0.013352659319150898,0.0150425525,0.107406035,0.107406035,0.056835426800000005,0.0578861125,0.01837010632719249,0.02443461075000001,0.08598591400000001,0.08598591400000001,-0.0009314373002,-0.000723742885,0.005855292315932617,0.0081703225,0.013478873,0.013478873,0.022440266808,0.0266124775,0.023845475458257572,0.03909537365000001,0.06479155,0.06479155,-0.07575313551000001,-0.0397792815,0.09008508544667003,0.025961772250000004,-0.0115267625,-0.0115267625,0.018670697494,0.019122738,0.00838338618900368,0.006719516999999998,0.037448697,0.037448697
-2.215318924,-2.2131402500000004,0.0802023667884971,0.11013317500000053,-2.0913353,-2.0913353,9.39282435,9.3897595,0.05218211139243508,0.07736300000000007,9.537302,9.537302,0.517363044,0.52253452,0.06474453925611852,0.08649054499999997,0.7020996,0.7020996,0.013575123488000001,0.0236427425,0.047570329577340933,0.0736217005,0.093972415,0.093972415,9.58901734,9.5872815,0.027071725665246925,0.03681062499999754,9.651626,9.651626,0.034955344588,0.05686229,0.07534197480010195,0.097713359075,0.14784196,0.14784196,9.41052943,9.384672,0.19764374326112652,0.23882174999999783,9.739613,9.739613,0.5714360936799999,0.47794251,0.6678445893514785,0.2763806875000001,2.895787,2.895787,2.8398943139999995,2.8431145,0.31896390858764,0.5957074000000002,3.2878375,3.2878375,0.013062167057200003,0.0106370335,0.016771828915403422,0.024740043805,0.05828452,0.05828452,-0.012078930382,-0.0050661973,0.030601312999212402,0.05528330374999999,0.027462376,0.027462376,0.002138562075,0.000312075025,0.01729215253279195,0.021685716375,0.045668818,0.045668818,0.07609308542,0.07625191,0.014741387132109745,0.023365597499999988,0.107406035,0.107406035,0.06176510884,0.06750724450000001,0.02047567492531572,0.028023440000000004,0.09789779,0.09789779,-0.00311222619092,-0.00362535285,0.007110859805806958,0.012064588525,0.0128680095,0.0128680095,0.035897628792,0.033026564499999994,0.12432944705322917,0.08590292825,0.27370748,0.27370748,-0.12551421890999997,-0.11461028000000001,0.10833486440853925,0.18585575125,0.08376822,0.08376822,-0.015244540901999998,0.014999397250000001,0.07710356617475037,0.06085744925,0.06921369,0.06921369
-2.059216974,-2.14729965,0.2931206790400049,0.319027325,-1.3371617,-1.3371617,9.391890660000001,9.3828765,0.15317835268942018,0.12120687500000038,9.719261999999999,9.719261999999999,0.64114327,0.56054247,0.24035204156414886,0.206200685,1.347337,1.347337,-0.03107673776,-0.042796355,0.05278981779651741,0.0785597445,0.093972415,0.093972415,9.586275859999999,9.588778000000001,0.023983238432713744,0.03815750000000051,9.631275,9.631275,0.08404845125400001,0.096665892,0.05443981052619931,0.05955576500000001,0.19572599,0.19572599,9.49049587,9.54568175,0.4364189758148334,0.4595367499999998,10.618883,10.618883,0.9677243543799999,1.08217915,0.7643981949337003,1.1329063,2.895787,2.895787,2.7995759399999995,2.63900875,0.4347775951715599,0.3507505499999999,4.0533834,4.0533834,0.061796995268000005,0.0222434715,0.0896906660493499,0.10125091115000001,0.25437227,0.25437227,0.0025879442099999996,0.0040967808,0.04418752610818909,0.05222897775,0.15055172,0.15055172,0.039034822297999996,0.009933201499999999,0.07927447064939572,0.044287727124999995,0.264664,0.264664,0.08090670319999999,0.0814442625,0.013214973553967306,0.021685719000000006,0.10404628,0.10404628,0.060543378920000016,0.058955128999999995,0.01826847074050737,0.025732698999999998,0.09789779,0.09789779,0.00040024900248,0.00202515065,0.007507354865809146,0.012217305349999999,0.0128680095,0.0128680095,0.03555554505,0.062195378999999995,0.1853177100176998,0.2500729565,0.33723748,0.33723748,-0.20189069991999997,-0.215861185,0.12376832098093814,0.13232868000000003,0.08376822,0.08376822,-0.031255318056,-0.037993163,0.1739633054047079,0.20005836524999998,0.44947731,0.44947731
-2.26513029,-2.1634605000000002,0.664469324663524,0.9060556249999996,-1.3371617,-1.3371617,9.30255095,9.3598325,0.3503610417473416,0.4282624999999989,9.97185,9.97185,0.35622129980000006,0.46297875,0.5956198670073787,0.5957072925,1.347337,1.347337,-0.055545479158,-0.054767364,0.047826089430666734,0.061949967999999994,0.06703765,0.06703765,9.5830436,9.58189425,0.021016926192238435,0.037109499999999684,9.623494,9.623494,0.087472160004,0.09816227,0.05154002507451854,0.054318455249999995,0.19572599,0.19572599,9.60863783,9.370307,1.207032540766021,0.9947904999999988,13.820529,13.820529,0.6527312013,1.1115081,1.6013829049577595,1.552939025,5.7089739999999995,5.7089739999999995,2.1806748078,2.5779567500000002,1.3860628996570719,1.8215385,4.621408,4.621408,0.210787027102,0.17954127,0.19016071402506277,0.2514473955,0.59890026,0.59890026,-0.014736195202000002,0.0080674065,0.14878892263244697,0.120951315,0.23485112,0.23485112,0.04394617845199999,0.03971288,0.09459763998179707,0.10201449375,0.264664,0.264664,0.09661815837999999,0.095952318,0.013276372891873745,0.011759160000000005,0.13000806,0.13000806,0.04821611858000001,0.0475014035,0.015413258399089665,0.021380282,0.08109899599999999,0.08109899599999999,0.007791718472200001,0.00752293785,0.006365582210359134,0.008781188075,0.023863584,0.023863584,0.06829792063999998,0.01607505125,0.30735584350910455,0.3268892575,1.016825,1.016825,-0.10792740329999997,-0.11399941,0.2728802793801127,0.25984680400000004,0.7337289,0.7337289,0.13059953746599998,0.17458794,0.25824781527595014,0.444862625,0.6217413,0.6217413
