Activity,attr_x_chest_acc_mean,attr_x_chest_acc_median,attr_x_chest_acc_std,attr_x_chest_acc_iqr,attr_x_chest_acc_max,attr_x_chest_acc_min,attr_y_chest_acc_mean,attr_y_chest_acc_median,attr_y_chest_acc_std,attr_y_chest_acc_iqr,attr_y_chest_acc_max,attr_y_chest_acc_min,attr_z_chest_acc_mean,attr_z_chest_acc_median,attr_z_chest_acc_std,attr_z_chest_acc_iqr,attr_z_chest_acc_max,attr_z_chest_acc_min,attr_x_thigh_acc_mean,attr_x_thigh_acc_median,attr_x_thigh_acc_std,attr_x_thigh_acc_iqr,attr_x_thigh_acc_max,attr_x_thigh_acc_min,attr_y_thigh_acc_mean,attr_y_thigh_acc_median,attr_y_thigh_acc_std,attr_y_thigh_acc_iqr,attr_y_thigh_acc_max,attr_y_thigh_acc_min,attr_z_thigh_acc_mean,attr_z_thigh_acc_median,attr_z_thigh_acc_std,attr_z_thigh_acc_iqr,attr_z_thigh_acc_max,attr_z_thigh_acc_min,attr_x_waist_acc_mean,attr_x_waist_acc_median,attr_x_waist_acc_std,attr_x_waist_acc_iqr,attr_x_waist_acc_max,attr_x_waist_acc_min,attr_y_waist_acc_mean,attr_y_waist_acc_median,attr_y_waist_acc_std,attr_y_waist_acc_iqr,attr_y_waist_acc_max,attr_y_waist_acc_min,attr_z_waist_acc_mean,attr_z_waist_acc_median,attr_z_waist_acc_std,attr_z_waist_acc_iqr,attr_z_waist_acc_max,attr_z_waist_acc_min,attr_x_chest_gyr_mean,attr_x_chest_gyr_median,attr_x_chest_gyr_std,attr_x_chest_gyr_iqr,attr_x_chest_gyr_max,attr_x_chest_gyr_min,attr_y_chest_gyr_mean,attr_y_chest_gyr_median,attr_y_chest_gyr_std,attr_y_chest_gyr_iqr,attr_y_chest_gyr_max,attr_y_chest_gyr_min,attr_z_chest_gyr_mean,attr_z_chest_gyr_median,attr_z_chest_gyr_std,attr_z_chest_gyr_iqr,attr_z_chest_gyr_max,attr_z_chest_gyr_min,attr_x_thigh_gyr_mean,attr_x_thigh_gyr_median,attr_x_thigh_gyr_std,attr_x_thigh_gyr_iqr,attr_x_thigh_gyr_max,attr_x_thigh_gyr_min,attr_y_thigh_gyr_mean,attr_y_thigh_gyr_median,attr_y_thigh_gyr_std,attr_y_thigh_gyr_iqr,attr_y_thigh_gyr_max,attr_y_thigh_gyr_min,attr_z_thigh_gyr_mean,attr_z_thigh_gyr_median,attr_z_thigh_gyr_std,attr_z_thigh_gyr_iqr,attr_z_thigh_gyr_max,attr_z_thigh_gyr_min,attr_x_waist_gyr_mean,attr_x_waist_gyr_median,attr_x_waist_gyr_std,attr_x_waist_gyr_iqr,attr_x_waist_gyr_max,attr_x_waist_gyr_min,attr_y_waist_gyr_mean,attr_y_waist_gyr_median,attr_y_waist_gyr_std,attr_y_waist_gyr_iqr,attr_y_waist_gyr_max,attr_y_waist_gyr_min,attr_z_waist_gyr_mean,attr_z_waist_gyr_median,attr_z_waist_gyr_std,attr_z_waist_gyr_iqr,attr_z_waist_gyr_max,attr_z_waist_gyr_min
walking,0.05351,0.01388,0.13501,0.0,0.0049,0.0049,0.47723,0.41125,0.00859,0.0,0.02698,0.02698,1.0,0.90854,0.0,0.0,0.08306,0.08306,0.55478,0.6669,0.0,0.0,0.0,0.0,0.7845,0.64877,0.0,0.0,0.0,0.0,0.72308,0.8174,0.0,0.0,0.0,0.0,0.61699,0.66599,0.00878,0.0,0.0297,0.0297,0.40209,0.50407,0.09145,0.01322,0.0,0.0,0.90826,0.76872,0.0,0.0,0.02569,0.02569,0.6442,0.59664,0.02148,0.03928,0.0747,0.0747,0.34144,0.30502,0.1354,0.0,0.27291,0.27291,0.6399,0.67632,0.08497,0.0043,0.10002,0.10002,0.39694,0.52593,0.00097,0.0015,0.00049,0.00049,0.31313,0.53403,0.00628,0.0,0.00878,0.00878,0.73206,0.56131,0.00519,0.00204,0.00228,0.00228,0.33825,0.31343,0.30113,0.28643,0.45463,0.45463,0.57886,0.22556,0.45499,0.50662,0.36729,0.36729,0.39734,0.39372,0.48464,0.47872,0.36895,0.36895
walking,0.15682,0.19127,0.26076,0.25225,0.16412,0.16412,0.51754,0.39792,0.23983,0.07342,0.54732,0.54732,0.92537,0.88978,0.22928,0.12502,0.18362,0.18362,0.5005,0.6603,0.05524,0.00534,0.07904,0.07904,0.74358,0.64778,0.0779,0.0025,0.1727,0.1727,0.9647,0.82544,0.10785,0.01966,0.18519,0.18519,0.59071,0.65563,0.31042,0.07301,0.56922,0.56922,0.22938,0.36748,0.34539,0.23528,0.31713,0.31713,0.83684,0.77998,0.29913,0.08885,0.59274,0.59274,0.56448,0.63933,0.20807,0.12528,0.0747,0.0747,0.58262,0.65659,0.21408,0.28792,0.46609,0.46609,0.56149,0.69195,0.29403,0.18568,0.14692,0.14692,0.40441,0.52984,0.0,0.00034,0.0,0.0,0.30898,0.5301,0.0,0.00102,0.0,0.0,0.73987,0.56468,0.0,0.0,0.0,0.0,0.32563,0.34496,0.28439,0.25665,0.45984,0.45984,0.54121,0.17589,0.44097,0.51421,0.33275,0.33275,0.41137,0.51078,0.50062,0.44802,0.36618,0.36618
walking,0.15735,0.22176,0.40007,0.32837,0.25351,0.25351,0.80437,0.60891,0.47453,0.3627,0.57084,0.57084,0.82344,0.84216,0.38948,0.57877,0.41098,0.41098,0.20853,0.59553,0.31232,0.19736,0.43648,0.43648,0.69581,0.63871,0.38507,0.1094,0.99702,0.99702,0.93434,0.87634,0.33616,0.2899,0.23856,0.23856,0.72892,0.58919,0.5669,0.41673,0.63053,0.63053,0.23931,0.16725,0.49251,0.5033,0.31713,0.31713,0.76868,0.71007,0.48347,0.47,0.66259,0.66259,0.34493,0.46667,0.30429,0.38451,0.09495,0.09495,0.56909,0.61249,0.24367,0.21147,0.46609,0.46609,0.38282,0.47655,0.39403,0.26965,0.22627,0.22627,0.40796,0.53234,0.00011,0.0,0.0004,0.0004,0.30856,0.53066,0.0011,0.00197,0.00206,0.00206,0.73903,0.56434,0.00116,0.0009,0.0,0.0,0.29573,0.31918,0.27335,0.20935,0.45984,0.45984,0.39584,0.16555,0.46564,0.52498,0.40371,0.40371,0.35594,0.52372,0.48107,0.42246,0.36618,0.36618
walking,0.14649,0.21156,0.44393,0.27781,0.27455,0.27455,0.48928,0.55657,0.58877,0.56518,0.57331,0.57331,0.86946,0.90184,0.41186,0.48851,0.41098,0.41098,0.0,0.14063,0.56768,0.5207,0.6961,0.6961,0.73367,0.57364,0.6848,0.40826,1.0,1.0,0.73901,0.61182,0.57486,0.63102,0.5419,0.5419,0.85414,0.72573,0.66655,0.61368,0.65067,0.65067,0.29304,0.26407,0.56484,0.53354,0.33594,0.33594,0.71944,0.67773,0.54656,0.56358,0.66259,0.66259,0.42853,0.5717,0.33069,0.38951,0.16281,0.16281,0.36581,0.43326,0.20203,0.14412,0.40444,0.40444,0.61205,0.51071,0.4214,0.39514,0.25672,0.25672,0.39261,0.5306,0.02054,0.00053,0.00222,0.00222,0.31726,0.53282,0.01109,0.0018,0.02496,0.02496,0.71582,0.56451,0.04114,0.00383,0.00435,0.00435,0.24472,0.26637,0.29215,0.27476,0.47949,0.47949,0.52177,0.29333,0.51012,0.63196,0.43056,0.43056,0.54471,0.53481,0.50019,0.47853,0.46491,0.46491
walking,0.1095,0.12197,0.46503,0.29127,0.27455,0.27455,0.42713,0.29746,0.59947,0.58413,0.59386,0.59386,0.93163,0.92084,0.41708,0.33145,0.35217,0.35217,0.07417,0.1499,0.68591,0.55813,0.6961,0.6961,0.7439,0.71573,0.76838,0.55598,1.0,1.0,0.53067,0.59292,0.67187,0.65408,0.5419,0.5419,0.51604,0.40453,0.69563,0.62296,0.7209,0.7209,0.40376,0.54249,0.61308,0.5758,0.33888,0.33888,0.71576,0.67382,0.51965,0.54027,0.63711,0.63711,0.52405,0.63357,0.30475,0.35442,0.16833,0.16833,0.33214,0.38592,0.20447,0.13011,0.31441,0.31441,0.68945,0.685,0.36087,0.31748,0.25672,0.25672,0.66002,0.53441,0.28075,0.06641,0.35354,0.35354,0.58647,0.57261,0.2664,0.15377,0.36889,0.36889,0.68494,0.5694,0.16889,0.02474,0.13671,0.13671,0.19327,0.24365,0.30649,0.28237,0.47949,0.47949,0.44776,0.21107,0.4999,0.57339,0.43056,0.43056,0.62501,0.66235,0.49622,0.45068,0.46491,0.46491
walking,0.10675,0.08187,0.50416,0.31093,0.2879,0.2879,0.74484,0.59872,0.59782,0.57838,0.66874,0.66874,0.91045,0.91231,0.45329,0.49176,0.35217,0.35217,0.10712,0.35263,0.65485,0.58756,0.68731,0.68731,0.75238,0.60399,0.71256,0.52571,1.0,1.0,0.40138,0.35942,0.64795,0.62646,0.53055,0.53055,0.5943,0.43576,0.7448,0.63379,0.99133,0.99133,0.45859,0.59565,0.65145,0.5768,0.35874,0.35874,0.75968,0.65438,0.56605,0.59073,0.78603,0.78603,0.47673,0.60288,0.2964,0.35605,0.16833,0.16833,0.34819,0.3925,0.24728,0.17449,0.31441,0.31441,0.54514,0.63173,0.2851,0.23499,0.24005,0.24005,0.46756,0.59648,0.58703,0.52651,0.58527,0.58527,0.731,0.90684,0.42927,0.51927,0.44978,0.44978,0.49281,0.5156,0.38501,0.29467,0.31322,0.31322,0.15083,0.19985,0.31487,0.28898,0.50456,0.50456,0.41229,0.25608,0.44943,0.54365,0.43404,0.43404,0.51265,0.66051,0.50808,0.43273,0.38501,0.38501
walking,0.1193,0.07914,0.45575,0.33867,0.2879,0.2879,0.35895,0.32835,0.5854,0.57645,0.66874,0.66874,0.94731,0.95031,0.43197,0.52061,0.36376,0.36376,0.29874,0.4875,0.65267,0.58151,0.69087,0.69087,0.84515,0.89065,0.76885,0.52023,1.0,1.0,0.56261,0.44825,0.6313,0.60773,0.61933,0.61933,0.80922,0.52962,0.73368,0.62192,0.99133,0.99133,0.44318,0.46333,0.70452,0.57693,0.38749,0.38749,0.71798,0.57607,0.59209,0.62035,0.78603,0.78603,0.51178,0.68297,0.28845,0.28443,0.12309,0.12309,0.30369,0.32671,0.21868,0.13702,0.30119,0.30119,0.46789,0.57904,0.29303,0.27932,0.2156,0.2156,0.11929,0.18817,0.73385,0.77864,0.60345,0.60345,0.41966,0.59002,0.57869,0.71409,0.44978,0.44978,0.38933,0.26531,0.51011,0.41476,0.38938,0.38938,0.20715,0.24097,0.31927,0.27387,0.50456,0.50456,0.4892,0.26746,0.45158,0.56826,0.43404,0.43404,0.3122,0.40604,0.54416,0.4924,0.36063,0.36063
walking,0.04481,0.03654,0.44864,0.43346,0.1653,0.1653,0.59188,0.5142,0.58615,0.58101,0.57825,0.57825,0.94603,1.0,0.48489,0.55707,0.36376,0.36376,0.33839,0.5052,0.61586,0.49736,0.69087,0.69087,0.59867,0.68225,0.81124,0.65649,1.0,1.0,0.47131,0.49337,0.61842,0.59515,0.61933,0.61933,0.44152,0.44501,0.72907,0.56839,0.93423,0.93423,0.38759,0.45421,0.72744,0.6519,0.49482,0.49482,0.77497,0.72725,0.53938,0.56448,0.70359,0.70359,0.53741,0.68537,0.32771,0.30024,0.15834,0.15834,0.25628,0.30138,0.16681,0.1073,0.25125,0.25125,0.42155,0.59641,0.30772,0.29101,0.17893,0.17893,0.38286,0.37308,0.74833,0.753,0.60345,0.60345,0.34459,0.42543,0.62152,0.64611,0.519,0.519,0.55314,0.39349,0.49875,0.43382,0.43573,0.43573,0.2208,0.24307,0.29831,0.25682,0.40243,0.40243,0.43431,0.16244,0.42169,0.52723,0.32593,0.32593,0.25857,0.46149,0.54015,0.48746,0.43814,0.43814
walking,0.00164,0.0,0.49486,0.42119,0.32725,0.32725,0.716,0.51019,0.60798,0.57452,0.6167,0.6167,0.92196,0.94459,0.50768,0.59098,0.44724,0.44724,0.23887,0.46951,0.54687,0.47789,0.66806,0.66806,0.36561,0.48029,0.81293,0.76885,1.0,1.0,0.72622,0.55259,0.65103,0.63952,0.49803,0.49803,0.73849,0.57587,0.7501,0.64578,0.93423,0.93423,0.39985,0.435,0.80317,0.74444,0.59759,0.59759,0.79397,0.75474,0.5663,0.60676,0.70753,0.70753,0.52464,0.68873,0.33704,0.35993,0.15834,0.15834,0.22782,0.29093,0.21576,0.1539,0.31452,0.31452,0.47458,0.61378,0.32318,0.3246,0.21694,0.21694,0.66923,0.52941,0.78463,0.67343,0.65384,0.65384,0.44878,0.56905,0.63522,0.61502,0.59265,0.59265,0.71475,0.5242,0.54066,0.51556,0.46768,0.46768,0.21519,0.27173,0.29576,0.25343,0.40243,0.40243,0.50009,0.41231,0.40394,0.50436,0.35597,0.35597,0.53063,0.56747,0.52648,0.51672,0.43814,0.43814
walking,0.0,0.01032,0.503,0.42653,0.32725,0.32725,0.41567,0.41992,0.64163,0.59983,0.6167,0.6167,0.96429,0.9659,0.44483,0.38119,0.44724,0.44724,0.48139,0.49073,0.61734,0.52287,0.69841,0.69841,0.52322,0.86747,0.8266,0.61479,1.0,1.0,0.68473,0.72843,0.70982,0.66967,0.58496,0.58496,0.65103,0.5516,0.77678,0.69538,0.92416,0.92416,0.45517,0.55957,0.80108,0.75694,0.59759,0.59759,0.72971,0.70308,0.558,0.61095,0.70753,0.70753,0.57792,0.81918,0.33695,0.37125,0.17859,0.17859,0.2327,0.28246,0.21926,0.1426,0.31452,0.31452,0.57675,0.61262,0.33519,0.34126,0.21694,0.21694,0.83283,0.7653,0.79701,0.69631,0.65384,0.65384,0.45582,0.6431,0.63929,0.71159,0.59265,0.59265,0.66554,0.48609,0.57939,0.5986,0.46768,0.46768,0.1781,0.22553,0.29497,0.30462,0.36618,0.36618,0.43696,0.39265,0.44495,0.48702,0.45364,0.45364,0.59213,0.82871,0.48458,0.46275,0.39175,0.39175
