Activity,attr_x_chest_acc_mean,attr_x_chest_acc_median,attr_x_chest_acc_std,attr_x_chest_acc_iqr,attr_x_chest_acc_max,attr_x_chest_acc_min,attr_y_chest_acc_mean,attr_y_chest_acc_median,attr_y_chest_acc_std,attr_y_chest_acc_iqr,attr_y_chest_acc_max,attr_y_chest_acc_min,attr_z_chest_acc_mean,attr_z_chest_acc_median,attr_z_chest_acc_std,attr_z_chest_acc_iqr,attr_z_chest_acc_max,attr_z_chest_acc_min,attr_x_thigh_acc_mean,attr_x_thigh_acc_median,attr_x_thigh_acc_std,attr_x_thigh_acc_iqr,attr_x_thigh_acc_max,attr_x_thigh_acc_min,attr_y_thigh_acc_mean,attr_y_thigh_acc_median,attr_y_thigh_acc_std,attr_y_thigh_acc_iqr,attr_y_thigh_acc_max,attr_y_thigh_acc_min,attr_z_thigh_acc_mean,attr_z_thigh_acc_median,attr_z_thigh_acc_std,attr_z_thigh_acc_iqr,attr_z_thigh_acc_max,attr_z_thigh_acc_min,attr_x_waist_acc_mean,attr_x_waist_acc_median,attr_x_waist_acc_std,attr_x_waist_acc_iqr,attr_x_waist_acc_max,attr_x_waist_acc_min,attr_y_waist_acc_mean,attr_y_waist_acc_median,attr_y_waist_acc_std,attr_y_waist_acc_iqr,attr_y_waist_acc_max,attr_y_waist_acc_min,attr_z_waist_acc_mean,attr_z_waist_acc_median,attr_z_waist_acc_std,attr_z_waist_acc_iqr,attr_z_waist_acc_max,attr_z_waist_acc_min,attr_x_chest_gyr_mean,attr_x_chest_gyr_median,attr_x_chest_gyr_std,attr_x_chest_gyr_iqr,attr_x_chest_gyr_max,attr_x_chest_gyr_min,attr_y_chest_gyr_mean,attr_y_chest_gyr_median,attr_y_chest_gyr_std,attr_y_chest_gyr_iqr,attr_y_chest_gyr_max,attr_y_chest_gyr_min,attr_z_chest_gyr_mean,attr_z_chest_gyr_median,attr_z_chest_gyr_std,attr_z_chest_gyr_iqr,attr_z_chest_gyr_max,attr_z_chest_gyr_min,attr_x_thigh_gyr_mean,attr_x_thigh_gyr_median,attr_x_thigh_gyr_std,attr_x_thigh_gyr_iqr,attr_x_thigh_gyr_max,attr_x_thigh_gyr_min,attr_y_thigh_gyr_mean,attr_y_thigh_gyr_median,attr_y_thigh_gyr_std,attr_y_thigh_gyr_iqr,attr_y_thigh_gyr_max,attr_y_thigh_gyr_min,attr_z_thigh_gyr_mean,attr_z_thigh_gyr_median,attr_z_thigh_gyr_std,attr_z_thigh_gyr_iqr,attr_z_thigh_gyr_max,attr_z_thigh_gyr_min,attr_x_waist_gyr_mean,attr_x_waist_gyr_median,attr_x_waist_gyr_std,attr_x_waist_gyr_iqr,attr_x_waist_gyr_max,attr_x_waist_gyr_min,attr_y_waist_gyr_mean,attr_y_waist_gyr_median,attr_y_waist_gyr_std,attr_y_waist_gyr_iqr,attr_y_waist_gyr_max,attr_y_waist_gyr_min,attr_z_waist_gyr_mean,attr_z_waist_gyr_median,attr_z_waist_gyr_std,attr_z_waist_gyr_iqr,attr_z_waist_gyr_max,attr_z_waist_gyr_min
walking,0.44649,0.46403,0.0,0.0,0.01891,0.01891,0.59676,0.79001,0.0,0.0,0.0,0.0,0.66221,0.63941,0.0,0.0,0.0,0.0,0.30413,0.52513,0.0,0.0,0.0,0.0,0.90193,0.70615,0.00022,0.00025,0.00012,0.00012,0.07017,0.05385,0.0,0.0,0.01015,0.01015,0.28073,0.74354,0.00215,0.00185,0.00223,0.00223,0.3315,0.45247,0.0,0.00011,0.01367,0.01367,0.77269,0.74191,0.00997,0.01981,0.00665,0.00665,0.25075,0.36034,0.0,0.0,0.0,0.0,0.84041,0.84189,0.0,0.0,0.0,0.0,0.58931,0.60518,0.02113,0.00399,0.0201,0.0201,0.54055,0.18561,0.0,0.00076,0.00065,0.00065,0.8083,0.81904,0.0,0.0,0.0,0.0,0.80869,0.67452,0.00015,0.00056,0.00043,0.00043,0.78567,0.78325,0.0,0.0,0.00589,0.00589,0.44736,0.44953,0.00106,0.0,0.0,0.0,0.7565,0.66882,0.0,0.0,0.03897,0.03897
walking,0.40251,0.43698,0.02794,0.0935,0.01307,0.01307,0.56123,0.77551,0.01165,0.02362,0.0079,0.0079,0.67039,0.6475,0.02069,0.02131,0.00226,0.00226,0.29399,0.51022,0.00144,0.00132,0.00083,0.00083,0.9021,0.706,0.00075,0.00033,0.00012,0.00012,0.08214,0.06329,0.00153,0.00013,0.01547,0.01547,0.27141,0.74327,0.00411,0.00487,0.00235,0.00235,0.37231,0.49121,0.00384,0.00657,0.01941,0.01941,0.77252,0.75403,0.01362,0.03019,0.00665,0.00665,0.28161,0.36983,0.02823,0.02063,0.04162,0.04162,0.84239,0.84504,0.00716,0.0049,0.01028,0.01028,0.6275,0.59896,0.0415,0.02937,0.05634,0.05634,0.53593,0.18517,0.00059,0.0,0.00065,0.00065,0.80789,0.81975,0.00267,0.00127,0.00015,0.00015,0.80191,0.66973,0.0,0.0,0.00036,0.00036,0.78489,0.78346,0.00556,0.00744,0.00794,0.00794,0.39185,0.3998,0.01201,0.02729,0.0,0.0,0.75676,0.67097,0.01115,0.00789,0.04584,0.04584
walking,0.43212,0.42278,0.09168,0.10063,0.0958,0.0958,0.56711,0.75816,0.02781,0.02722,0.02583,0.02583,0.6594,0.62216,0.06052,0.06322,0.0925,0.0925,0.2524,0.47656,0.00772,0.01347,0.00083,0.00083,0.90238,0.70631,0.00062,0.00052,0.0,0.0,0.10683,0.08872,0.00625,0.01003,0.01867,0.01867,0.53503,0.7752,0.20411,0.04236,0.4331,0.4331,0.56885,0.51154,0.29519,0.07313,0.70274,0.70274,0.63464,0.68544,0.25324,0.15754,0.24979,0.24979,0.34489,0.40862,0.1099,0.04998,0.18973,0.18973,0.85371,0.84702,0.04163,0.01682,0.08106,0.08106,0.79496,0.68497,0.0884,0.03723,0.25679,0.25679,0.53037,0.18517,0.00184,0.0012,0.0,0.0,0.80932,0.82101,0.00435,0.00438,0.0015,0.0015,0.79526,0.66653,0.00119,0.00144,0.0,0.0,0.78345,0.78378,0.12673,0.02056,0.14614,0.14614,0.03744,0.27474,0.22375,0.24156,0.19367,0.19367,0.75301,0.67916,0.30767,0.05746,0.47223,0.47223
walking,0.5244,0.46319,0.48436,0.29543,0.50456,0.50456,0.62835,0.76955,0.27307,0.09812,0.38031,0.38031,0.54235,0.60423,0.33804,0.25471,0.10842,0.10842,0.23575,0.4465,0.00728,0.00936,0.00326,0.00326,0.90357,0.70775,0.0,0.0,0.0003,0.0003,0.10874,0.09226,0.0059,0.00985,0.01867,0.01867,0.86747,0.92955,0.59303,0.23697,0.70966,0.70966,0.4505,0.44781,0.54127,0.43853,0.70274,0.70274,0.28158,0.41482,0.51251,0.45593,0.24979,0.24979,0.33481,0.3931,0.56706,0.28587,0.49459,0.49459,0.81735,0.85216,0.21817,0.08703,0.09636,0.09636,0.90371,0.71606,0.30368,0.20703,0.34287,0.34287,0.54362,0.19205,0.00421,0.00296,0.0057,0.0057,0.80834,0.81913,0.00449,0.00629,0.0015,0.0015,0.80761,0.67652,0.00322,0.00251,0.00207,0.00207,0.71983,0.77516,0.42785,0.24541,0.46524,0.46524,0.17808,0.13639,0.48461,0.38691,0.34532,0.34532,0.66814,0.54866,0.64457,0.58201,0.55618,0.55618
walking,0.59012,0.51592,0.78121,0.76275,0.70188,0.70188,0.76572,0.6204,0.82901,0.36356,0.9921,0.9921,0.44846,0.43826,0.61386,0.66349,0.43229,0.43229,0.13398,0.46165,0.1363,0.07294,0.02427,0.02427,0.99911,0.70951,0.16564,0.00619,0.57668,0.57668,0.05327,0.06756,0.10302,0.02323,0.05269,0.05269,0.80438,0.62955,0.69643,0.55434,0.70966,0.70966,0.21386,0.2672,0.57709,0.61974,0.54372,0.54372,0.09005,0.16637,0.64428,0.66787,0.27529,0.27529,0.23135,0.25043,0.81083,0.7259,0.64649,0.64649,0.78061,0.872,0.45903,0.37267,0.35926,0.35926,0.48807,0.83782,0.59396,0.70631,0.34287,0.34287,0.75244,0.21159,0.12111,0.05532,0.15916,0.15916,0.80933,0.81429,0.07495,0.01598,0.05909,0.05909,0.89728,0.69848,0.09742,0.01988,0.07563,0.07563,0.76179,0.79783,0.54919,0.39023,0.63308,0.63308,0.56875,0.49926,0.523,0.45525,0.34532,0.34532,0.71121,0.53273,0.70841,0.748,0.55618,0.55618
walking,0.57795,0.61032,0.8691,0.82946,0.7841,0.7841,0.75391,0.41792,0.95942,0.7952,0.9921,0.9921,0.51397,0.55609,0.68836,0.66574,0.43229,0.43229,0.16265,0.35634,0.40787,0.32152,0.35525,0.35525,0.95192,0.70328,0.59249,0.21276,0.93231,0.93231,0.18984,0.06974,0.52563,0.20563,0.58937,0.58937,0.66774,0.56253,0.67146,0.76598,0.57956,0.57956,0.28375,0.45289,0.58111,0.67774,0.44035,0.44035,0.11453,0.26071,0.73566,0.78022,0.48036,0.48036,0.27668,0.23147,0.76376,0.5909,0.64649,0.64649,0.83627,0.90047,0.507,0.54365,0.35926,0.35926,0.36255,0.54249,0.71764,0.84143,0.64468,0.64468,0.71329,0.44982,0.47714,0.19719,0.36966,0.36966,0.75812,0.79744,0.46576,0.22346,0.4488,0.4488,0.66181,0.74361,0.43161,0.39926,0.30446,0.30446,0.8064,0.7973,0.41521,0.24244,0.63308,0.63308,0.4671,0.62974,0.5808,0.55504,0.31865,0.31865,0.81553,0.72567,0.60811,0.70551,0.47223,0.47223
walking,0.58063,0.59914,0.84736,0.75685,0.7841,0.7841,0.62104,0.36199,0.83771,0.84368,0.55377,0.55377,0.49677,0.54663,0.63289,0.62318,0.29418,0.29418,0.41474,0.36643,0.6605,0.57241,0.65044,0.65044,0.74472,0.48969,0.74204,0.61213,0.93231,0.93231,0.3691,0.15238,0.75847,0.79384,0.5978,0.5978,0.61071,0.55858,0.68221,0.77832,0.56109,0.56109,0.28692,0.39466,0.54102,0.50547,0.44035,0.44035,0.12957,0.2636,0.77169,0.76957,0.57317,0.57317,0.42361,0.47414,0.68725,0.53735,0.58838,0.58838,0.81879,0.82474,0.41805,0.41739,0.30904,0.30904,0.76534,0.71554,0.64201,0.6066,0.64468,0.64468,0.41339,0.60702,0.74065,0.63453,0.72811,0.72811,0.78234,0.73864,0.6573,0.57446,0.56399,0.56399,0.47681,0.22923,0.62507,0.64583,0.71033,0.71033,0.80223,0.81166,0.32787,0.21878,0.45541,0.45541,0.49374,0.64746,0.64047,0.57921,0.46007,0.46007,0.80858,0.6615,0.61809,0.67789,0.52925,0.52925
walking,0.58776,0.50057,0.74827,0.5415,0.77727,0.77727,0.59126,0.50078,0.85018,0.87503,0.55377,0.55377,0.48955,0.51896,0.59681,0.49352,0.21717,0.21717,0.57808,0.42558,0.75289,0.5886,0.65044,0.65044,0.75911,0.5036,0.68797,0.63882,0.92582,0.92582,0.40989,0.22067,0.77631,0.80814,0.6275,0.6275,0.55899,0.55858,0.59838,0.66597,0.53301,0.53301,0.30979,0.47872,0.4691,0.50924,0.4249,0.4249,0.22424,0.30891,0.74486,0.63593,0.57317,0.57317,0.35334,0.47716,0.72933,0.51805,0.56081,0.56081,0.79844,0.79463,0.42703,0.38326,0.34782,0.34782,0.72912,0.66684,0.51282,0.48803,0.64015,0.64015,0.13235,0.56172,0.87918,0.73947,0.72811,0.72811,0.80903,0.73667,0.76469,0.54918,0.67647,0.67647,0.71867,0.58147,0.69424,0.58807,0.71033,0.71033,0.79055,0.79974,0.33771,0.21113,0.42093,0.42093,0.48676,0.49926,0.53719,0.44658,0.46007,0.46007,0.75827,0.65547,0.58288,0.61997,0.52925,0.52925
walking,0.51537,0.4798,0.68512,0.5698,0.66071,0.66071,0.5581,0.21414,0.7752,0.77721,0.5171,0.5171,0.58642,0.59634,0.50263,0.41226,0.23416,0.23416,0.56486,0.52224,0.65882,0.50974,0.44758,0.44758,0.67195,0.44173,0.69846,0.70806,0.88164,0.88164,0.47723,0.22503,0.72632,0.82521,0.6275,0.6275,0.67249,0.63351,0.59681,0.6901,0.56127,0.56127,0.25458,0.48846,0.52075,0.59303,0.48071,0.48071,0.331,0.48244,0.76079,0.64869,0.61281,0.61281,0.24826,0.42371,0.66165,0.3849,0.45243,0.45243,0.81215,0.83851,0.38725,0.28234,0.34782,0.34782,0.65093,0.67409,0.47378,0.36572,0.64015,0.64015,0.18029,0.6099,0.86303,0.79702,0.67392,0.67392,0.82575,0.74384,0.77763,0.55537,0.67647,0.67647,0.5787,0.51797,0.64311,0.57001,0.47272,0.47272,0.75159,0.75346,0.33011,0.22199,0.42093,0.42093,0.52175,0.48548,0.52661,0.38784,0.33064,0.33064,0.71451,0.65935,0.54218,0.53755,0.47355,0.47355
walking,0.44783,0.40984,0.7472,0.76376,0.65664,0.65664,0.57799,0.32651,0.70999,0.75292,0.49971,0.49971,0.70309,0.71991,0.49569,0.43303,0.34162,0.34162,0.44941,0.42246,0.60466,0.55222,0.33134,0.33134,0.45291,0.28761,0.73636,0.81317,0.88164,0.88164,0.51176,0.21658,0.68808,0.75295,0.71269,0.71269,0.79552,0.60026,0.77638,0.88037,0.72919,0.72919,0.17624,0.32882,0.58339,0.58264,0.58093,0.58093,0.34293,0.50241,0.80481,0.68042,0.61281,0.61281,0.18795,0.38362,0.54832,0.40883,0.45243,0.45243,0.85333,0.87001,0.33973,0.22501,0.31243,0.31243,0.59751,0.62798,0.46305,0.40621,0.51529,0.51529,0.47426,0.7147,0.77925,0.63997,0.5755,0.5755,0.77891,0.73559,0.76718,0.62433,0.5026,0.5026,0.32409,0.30591,0.59713,0.62093,0.25146,0.25146,0.7704,0.81347,0.38451,0.29877,0.31912,0.31912,0.60755,0.61743,0.58133,0.41894,0.33508,0.33508,0.76544,0.66107,0.60406,0.53987,0.75552,0.75552
